pressure,gapX,gapY,gap,velX,velY,vel,accelerationX,accelerationY,acceleration,posX,posY,msec,Mode
0.9794921875,-11.95831298828125,-2.391632080078125,12.195128270426467,-1.0398533033288044,-0.20796800696331522,1.0604459365588232,-0.09042202637641777,-0.01808417451854915,0.09221269013554985,638.1712951660156,312.0829772949219,11.5,page
0.9814453125,-27.1053466796875,-1.594451904296875,27.152202406087838,-2.2970632785197695,-0.13512304277115025,2.301034102791988,-0.10654321826343124,0.006173302051742613,0.10513459038529577,611.0659484863281,310.488525390625,11.799999997019768,page
0.9814453125,-42.2525634765625,3.986083984375,42.44016948448055,-4.1021906299794155,0.3869984451969267,4.12040480551071,-0.17525508271669388,0.050691406613509626,0.17663793235389752,568.8133850097656,314.474609375,10.299999997019768,page
0.9814453125,0,0,0,0,0,0,0.3662670204364156,-0.03455343259767406,-0.3678932861084199,568.8133850097656,314.474609375,11.200000002980232,page
0.982421875,-71.7496337890625,15.147186279296875,73.33107936642075,-6.293827526179038,1.3287005509891925,6.432550822456666,-0.552090133947519,0.1165526799265675,0.5642588441489015,497.0637512207031,329.6217956542969,11.399999998509884,page
0.982421875,-58.994140625,19.1331787109375,62.019248267509234,-5.618489583333333,1.8222074962797619,5.906595073096118,0.0643178993186386,0.0470006614562447,-0.05009102374862366,438.0696105957031,348.7549743652344,10.5,page
0.982421875,0,0,0,0,0,0,0.5300461870324059,-0.17190636754939637,-0.5572259502137534,438.0696105957031,348.7549743652344,10.600000001490116,page
0.982421875,-90.08551025390625,38.2664794921875,97.8760573911345,-7.833522630774456,3.327519955842391,8.510961512272564,-0.6811758809369092,0.2893495613775992,0.7400836097628316,347.9841003417969,387.0214538574219,11.5,page
0.7138671875,0,0,0,0,0,0,0,0,0,494.6721496582031,295.3414001464844,12.299999997019768,pen
0.7138671875,0,0,0,0,0,0,0,0,0,494.6721496582031,295.3414001464844,10.5,pen
0.9775390625,0,1.59442138671875,1.59442138671875,0,0.13177036252251215,0.13177036252251215,0,0.010890112603825174,0.010890112603825174,494.6721496582031,296.9358215332031,12.100000001490116,pen
0.978515625,0,0.7972412109375,0.7972412109375,0,0.07521143498353078,0.07521143498353078,0,-0.005335747880285895,-0.005335747880285895,494.6721496582031,297.7330627441406,10.600000001490116,pen
0.978515625,0,0,0,0,0,0,0,-0.007029106076163863,-0.007029106076163863,494.6721496582031,297.7330627441406,10.699999995529652,pen
0.978515625,0,0.797210693359375,0.797210693359375,0,0.07381580491012894,0.07381580491012894,0,0.006834796748108799,0.006834796748108799,494.6721496582031,298.5302734375,10.800000004470348,pen
0.978515625,-0.7972412109375,0.797210693359375,1.1274477540106356,-0.06699505975103617,0.0669924952486724,0.0947435087522533,-0.005629836954573553,-0.0005733873665807526,0.0017586305751886493,493.8749084472656,299.3274841308594,11.899999998509884,pen
0.978515625,0,0,0,0,0,0,0.006035590967751571,-0.006035359931502614,-0.0085354512377959,493.8749084472656,299.3274841308594,11.100000001490116,pen
0.978515625,0,0,0,0,0,0,0,0,0,493.8749084472656,299.3274841308594,10.600000001490116,pen
0.978515625,0,0,0,0,0,0,0,0,0,493.8749084472656,299.3274841308594,10.899999998509884,pen
0.978515625,0,0,0,0,0,0,0,0,0,493.8749084472656,299.3274841308594,10.799999997019768,pen
0.978515625,0,0.7972412109375,0.7972412109375,0,0.07314139550885222,0.07314139550885222,0,0.006710219772371673,0.006710219772371673,493.8749084472656,300.1247253417969,10.899999998509884,pen
0.9794921875,0.7972412109375,0,0.7972412109375,0.07665780870005615,0,0.07665780870005615,0.007370943140011721,-0.007032826487205126,0.0003381166528065953,494.6721496582031,300.1247253417969,10.400000005960464,pen
0.9794921875,0,0,0,0,0,0,-0.0066658964087005345,0,-0.0066658964087005345,494.6721496582031,300.1247253417969,11.5,pen
0.9794921875,0.7972412109375,0,0.7972412109375,0.0718235325554596,0,0.0718235325554596,0.006470588521984443,0,0.006470588521984443,495.4693908691406,300.1247253417969,11.099999994039536,pen
0.9794921875,2.3916015625,-0.7972412109375,2.520982265342129,0.21164615588972283,-0.07055231952408023,0.2230957756057357,0.012373683476013144,-0.006243568097006133,0.013386924158445298,497.8609924316406,299.3274841308594,11.300000004470348,pen
0.9794921875,0,0,0,0,0,0,-0.019067221248766707,0.006356064821135941,-0.020098718520341105,497.8609924316406,299.3274841308594,11.100000001490116,pen
0.9794921875,2.39166259765625,0,2.39166259765625,0.22145024058483548,0,0.22145024058483548,0.02050465191166149,0,0.02050465191166149,500.2526550292969,299.3274841308594,10.799999997019768,pen
0.9794921875,3.986083984375,-0.797210693359375,4.065022806836072,0.32942842842017467,-0.06588518126125607,0.3359522980442532,0.008923817175375345,-0.005445056301912587,0.009462979954158412,504.2387390136719,298.5302734375,12.100000001490116,pen
0.9794921875,0,0,0,0,0,0,-0.03198334257431966,0.006396619541778591,-0.032616727974898896,504.2387390136719,298.5302734375,10.299999997019768,pen
0.9794921875,4.78326416015625,-0.797210693359375,4.84924333431947,0.4309246990553263,-0.07182078317588772,0.43686876879896264,0.03882204495472766,-0.006470340825787942,0.03935754673336174,509.0220031738281,297.7330627441406,11.100000001490116,pen
0.9794921875,3.986083984375,-0.7972412109375,4.065028791891635,0.3349650407457258,-0.06699505975103617,0.34159905818492914,-0.008063836833749291,0.00040552297692906077,-0.008005858035795224,513.0080871582031,296.9358215332031,11.899999998509884,pen
0.9794921875,0,0,0,0,0,0,-0.03130514398620834,0.006261220535736101,-0.03192514561586774,513.0080871582031,296.9358215332031,10.700000002980232,pen
