velX_min,velX_max,velX_mean,velX_median,velY_min,velY_max,velY_mean,velY_median,vel_min,vel_max,vel_mean,vel_median,accelerationX_min,accelerationX_max,accelerationX_mean,accelerationX_median,accelerationY_min,accelerationY_max,accelerationY_mean,accelerationY_median,acceleration_min,acceleration_max,acceleration_mean,acceleration_median,pressure_min,pressure_max,pressure_mean,pressure_median,dragTime,widthX,widthY,Mode
-7.833522630774456,0,-3.398118369014352,-3.1996269542495925,-0.20796800696331522,3.327519955842391,0.8152919248217259,0.19349922259846336,0,8.510961512272564,3.5414990315858588,3.210719454151349,-0.6811758809369092,0.5300461870324059,-0.08060690443168887,-0.09848262231992451,-0.17190636754939637,0.2893495613775992,0.03565295459500551,0.02658698175399366,-0.5572259502137534,0.7400836097628316,0.0878896758394599,0.0986736402604228,0.9794921875,0.982421875,0.981689453125,0.98193359375,97.59999999403954,349.181396484375,104.435546875,page
-0.1275537109375,0.5167191118324022,0.09623991546142487,0,-0.1476316099221043,0.13177036252251215,-0.0031567102618587613,0,0,0.5373953226267036,0.11296181854137466,0.07054691822933595,-0.036168632788080635,0.047844362219906435,0.00000842970877924334,0,-0.013669593515078043,0.010890112603825174,-0.00010608323919617736,0,-0.03688482598732319,0.049758826182870045,0.00002760631311640623,0,0.7138671875,0.9794921875,0.9712505918560606,0.9794921875,733.1999999955297,73.34405517578125,7.17498779296875,pen
0,5.066425646465415,2.0534274071399428,1.4564514162243059,-1.2264858144912745,0,-0.3607308186524112,-0.3036993117559524,0,5.132286564101584,2.095986203790328,1.5521531962136674,-0.3921171674625712,0.4734977241665528,0.0329515488409001,0.07954112634637188,-0.07659541608013831,0.1157062089793337,-0.0009131541416293741,-0.015554318942852063,-0.4088322392072809,0.4796529501164299,0.03291442352129017,0.08463671630021159,0.98046875,0.982421875,0.9818892045454546,0.982421875,128.60000000149012,279.0262451171875,41.455322265625,page
-1.4369843390933477,1.798063858695652,0.004169360801156466,0,-1.0142954950747283,0.8919261330026024,0.010226592233363807,0,0,2.064419771092204,0.3097948423350697,0.17973301767555347,-0.13429760184053316,0.15635337901701324,-0.0002375595012009355,0.0021357668264576444,-0.08819960826736768,0.08335758255843363,0.00011109800750329985,0,-0.11822597206240729,0.1795147627036699,0.00010264301075915726,0.0019378147767150882,0.9765625,0.9814453125,0.980797626718213,0.98046875,3362.7999999970198,44.006591796875,41.8857421875,pen
-5.83177798099836,0,-2.7981969515699547,-3.1526586618539088,0,2.254547119140625,0.7754155906413118,0.5635690326374907,0,6.020434997804656,2.928792274282934,3.335035884233017,-0.5450259793807528,0.3772614249657891,-0.02709022382753732,0.11934272522156647,-0.1371859727148324,0.2049588290127841,0.012772246723727987,0,-0.40143016064682097,0.5626574762736267,0.029965098135994888,-0.11584822979819692,0.9794921875,0.9814453125,0.98056640625,0.98046875,118.09999999403954,307.20001220703125,90.39999389648438,page
-0.07843615965447422,0,-0.019387713611333242,0,-0.27350010026475563,0,-0.07788978279341853,-0.06722842942404726,0,0.27350010026475563,0.08542222889936336,0.06837502502264757,-0.007689819577338273,0.006987403206220271,-0.00008900608661145525,0,-0.023376076954637167,0.02096300927569975,0.00003295483903332867,0.0009742447093281464,-0.022096867684343206,0.023376076954637167,0.000027099603227296825,-0.0009418260693120365,0.1328125,0.6875,0.32328464673913043,0.2470703125,262.79999999701977,4.800048828125,19.199951171875,pen
0,0.2482403450688328,0.07350494205802315,0.07370892689322778,-0.04299986598085533,0.04257646577339013,-0.0010364154196907227,0,0,0.2516646693530955,0.07521020312387204,0.07627271569293478,-0.02009115836345773,0.023418900491360407,0.000035744036944678425,0,-0.004215673137225574,0.004133637451933139,-0.0000077403545699074,0,-0.02048912945424988,0.02374194995232156,0.00006085835118724767,0,0.1845703125,0.98046875,0.9743601831896552,0.9794921875,1618.7999999970198,119.724853515625,5.262664794921875,pen
-0.040599681724166344,0.35558752106712915,0.10786852187363853,0.12181034789518197,-0.07627006199048914,0.04257942867585161,-0.0038605018800579463,0,0,0.3577758738252684,0.11029618090905258,0.12181034789518197,-0.03323247861828878,0.02893603747841742,-0.00003795191121421399,0,-0.006632179303520795,0.00657500534316307,-0.000001452067932531182,0,-0.03343699756773303,0.02893603747841742,-0.00004123555372970182,0,0.2431640625,0.9814453125,0.9766376201923077,0.98046875,2188.5999999940395,237.2568359375,9.648162841796875,pen
-7.238137188923325,0,-3.3307809527509353,-4.156560124019706,0,3.3682470941158282,1.018526975385506,0.9401134144176136,0,7.983465316057593,3.506178053687526,4.311816344935927,-0.38562045492916835,0.6349243144858667,-0.0012416338227714066,-0.1652655069179158,-0.2954602712591884,0.1714314743820397,0.0007908414667788383,0.018605403077530294,-0.700303974726619,0.4064796499754922,0.001435188178171997,0.16628254366521594,0.9794921875,0.9833984375,0.9815848214285714,0.982421875,82,291.94091796875,107.38973999023438,page
-1.1657899000051477,0.810207790463249,0.030588029293797475,0,-0.5406174152049675,1.508665413498279,0.06211137503017529,0,0,1.9066036349592816,0.3641496479121598,0.3001778080356321,-0.10049912929787864,0.07011462481598556,0.0003599508035798556,-0.0007648431746628334,-0.0892367729901747,0.13005736321590333,-0.00041759876735736063,0,-0.11348683741644398,0.1643623823029623,-0.00006324334608271304,-0.0008917656117307965,0.9775390625,0.9814453125,0.9806342690677966,0.98046875,649.2000000029802,41.36492919921875,82.7298583984375,pen
