v_x,v_y,v,aX,aY,a,pos_x,pos_y,msec,v_x/msec,v_y/msec,v/msec,aX/msec,aY/msec,a/msec,Mode
-0.800018311,0,0.800018311,-3.05176E-05,-2.399986267,-1.729786929,62.48748779,78.80000305,16.10000002,-0.064517606,0,0.064517606,-2.4611E-06,-0.19354728,-0.139498946,pen
-0.799987793,-0.800003052,1.131364376,3.05176E-05,-0.800003052,0.331346066,61.6875,78,18.89999998,-0.064515145,-0.064516375,0.091239063,2.4611E-06,-0.064516375,0.026721457,pen
0,0,0,0.799987793,0.800003052,-1.131364376,61.6875,78,12.10000002,0,0,0,0.064515145,0.064516375,-0.091239063,pen
0.800018311,0,0.800018311,0.800018311,0,0.800018311,64.88751221,38.80000305,11.5,0.064517606,0,0.064517606,0.064517606,0,0.064517606,pen
0,0,0,-0.800018311,0,-0.800018311,64.88751221,38.80000305,11.29999995,0,0,0,-0.064517606,0,-0.064517606,pen
0,0,0,0,0,0,64.88751221,38.80000305,13.20000005,0,0,0,0,0,0,pen
0,0,0,0,0,0,64.88751221,38.80000305,11,0,0,0,0,0,0,pen
0.799987793,0,0.799987793,0.799987793,0,0.799987793,65.6875,38.80000305,12.20000005,0.064515145,0,0.064515145,0.064515145,0,0.064515145,pen
2.399993896,-1.600006104,2.884439328,1.600006104,-1.600006104,2.084451535,68.0874939,37.19999695,13.5,0.193547895,-0.129032751,0.232616075,0.129032751,-0.129032751,0.168100931,pen
4.800018311,-0.799987793,4.866226079,2.400024414,0.800018311,1.981786751,72.88751221,36.40000916,22,0.387098252,-0.064515145,0.392437588,0.193550356,0.064517606,0.159821513,pen
5.599975586,-1.600006104,5.824066113,0.799957275,-0.800018311,0.957840035,78.48748779,34.80000305,13.89999998,0.451610935,-0.129032751,0.469682752,0.064512684,-0.064517606,0.077245164,pen
2.400024414,0,2.400024414,-3.199951172,1.600006104,-3.424041699,80.88751221,34.80000305,13.89999998,0.193550356,0,0.193550356,-0.258060579,0.129032751,-0.276132396,pen
0,0,0,-2.400024414,0,-2.400024414,80.88751221,34.80000305,13.89999998,0,0,0,-0.193550356,0,-0.193550356,pen
1.599975586,1.600006104,2.262728752,1.599975586,1.600006104,2.262728752,82.48748779,36.40000916,11.89999998,0.129030289,0.129032751,0.182478126,0.129030289,0.129032751,0.182478126,pen
0.800018311,0.799987793,1.131375166,-0.799957275,-0.800018311,-1.131353586,83.2875061,37.19999695,13.10000002,0.064517606,0.064515145,0.091239933,-0.064512684,-0.064517606,-0.091238193,pen
-0.800018311,8.800003052,8.836293511,-1.600036621,8.000015259,7.704918345,82.48748779,46,15.10000002,-0.064517606,0.709677667,0.712604317,-0.129035212,0.645162522,0.621364384,pen
-1.599975586,11.20000458,11.31370958,-0.799957275,2.400001526,2.477416067,80.88751221,57.20000458,12.79999995,-0.129030289,0.903226177,0.912395935,-0.064512684,0.193548511,0.199791619,pen
0,0,0,1.599975586,-11.20000458,-11.31370958,80.88751221,57.20000458,13.10000002,0,0,0,0.129030289,-0.903226177,-0.912395935,pen
-0.800018311,8,8.039902319,-0.800018311,8,8.039902319,80.0874939,65.20000458,11.30000007,-0.064517606,0.645161292,0.648379221,-0.064517606,0.645161292,0.648379221,pen
0.800018311,4,4.079219202,1.600036621,-4,-3.960683117,80.88751221,69.20000458,11.19999993,0.064517606,0.322580646,0.328969291,0.129035212,-0.322580646,-0.319409929,pen
0,2.400001526,2.400001526,-0.800018311,-1.599998474,-1.679217676,80.88751221,71.6000061,16.70000005,0,0.193548511,0.193548511,-0.064517606,-0.129032135,-0.135420781,pen
0,0,0,0,-2.400001526,-2.400001526,80.88751221,71.6000061,12.29999995,0,0,0,0,-0.193548511,-0.193548511,pen
