velX_min,velX_max,velX_mean,velX_median,velX_last,velY_min,velY_max,velY_mean,velY_median,velY_last,vel_min,vel_max,vel_mean,vel_median,vel_last,velRX_min,velRX_max,velRX_mean,velRX_median,velRX_last,velRY_min,velRY_max,velRY_mean,velRY_median,velRY_last,velR_min,velR_max,velR_mean,velR_median,velR_last,accelerationX_min,accelerationX_max,accelerationX_mean,accelerationX_median,accelerationX_last,accelerationY_min,accelerationY_max,accelerationY_mean,accelerationY_median,accelerationY_last,acceleration_min,acceleration_max,acceleration_mean,acceleration_median,acceleration_last,accelerationRX_min,accelerationRX_max,accelerationRX_mean,accelerationRX_median,accelerationRX_last,accelerationRY_min,accelerationRY_max,accelerationRY_mean,accelerationRY_median,accelerationRY_last,accelerationR_min,accelerationR_max,accelerationR_mean,accelerationR_median,accelerationR_last,pressure_min,pressure_max,pressure_mean,pressure_median,pressure_last,dragTime,widthX,widthY,widthRX,widthRY,Mode
0,0.23762618,0.081933313,0,0.172040385,0,0.516121156,0.22347165,0.125984733,0.516121156,0,0.544039467,0.240274498,0.125984733,0.544039467,0,0.23762618,0.081933313,0,0.172040385,0,0.516127719,0.223472482,0.12598233,0.516127719,0,0.544045693,0.240275263,0.12598233,0.544045693,-0.020663146,0.023527345,0.004272633,0,0.018498966,-0.041326292,0.055496898,0.011079452,0.009920058,0.055496898,-0.046204199,0.058498867,0.011815075,0.009920058,0.058498867,-0.020663146,0.023527345,0.004272633,0,0.018498966,-0.041326292,0.055497604,0.011079616,0.009919868,0.055497604,-0.046204199,0.058499537,0.011815231,0.009919868,0.058499537,0.978515625,0.982421875,0.980664063,0.98046875,0.978515625,56,4.799987793,12,4.799987793,12,pen
0,2.455450377,0.638529909,0.074072944,0,-1.425735926,0,-0.4249147,-0.296294601,0,0,2.839358992,0.7838331,0.305413313,0,0,2.455450377,0.638529909,0.074072944,0,-1.425738947,0,-0.424914774,-0.296297427,0,0,2.839360509,0.783833239,0.305416054,0,-0.184442296,0.243113898,-0.003705804,-0.007636386,-0.184442296,-0.141161973,0.096231627,0.00291775,0.030545835,0.096231627,-0.208037224,0.281124652,-0.004936947,-0.031485909,-0.208037224,-0.184442296,0.243113898,-0.003705804,-0.007636386,-0.184442296,-0.141162272,0.096231321,0.002917728,0.030546126,0.096231321,-0.208037082,0.281124803,-0.004936936,-0.031486191,-0.208037082,0.98046875,0.982421875,0.98172433,0.982421875,0.98046875,86.5,66.40002441,37.6000061,66.40002441,37.59997559,pen
0,0.962965222,0.255226257,0.080806848,0,-0.592592027,0,-0.180635415,-0.076118706,0,0,1.130693296,0.318719903,0.126059232,0,0,0.962965222,0.255226257,0.080806848,0,-0.592594852,0,-0.180635372,-0.076117165,0,0,1.130694777,0.31871992,0.126058543,0,-0.104670133,0.089163446,-0.004471901,0.008162308,-0.104670133,-0.054869632,0.064412177,0.003448903,-0.003662588,0.064412177,-0.122901445,0.104693824,-0.005711557,0.008707086,-0.122901445,-0.104670133,0.089163446,-0.004471901,0.008162308,-0.104670133,-0.054869894,0.064412484,0.003448919,-0.003662432,0.064412484,-0.122901606,0.104693961,-0.005711565,0.008707016,-0.122901606,0.98046875,0.981445313,0.981119792,0.981445313,0.98046875,70.60000001,33.59997559,20.80001831,33.59997559,20.79998779,pen
-0.357142857,0.897957938,0.087811768,0,0.897957938,-0.326528744,0.357142857,0.082173482,0,-0.326528744,0,0.955483898,0.33234852,0.344018332,0.955483898,-0.357142857,0.897957938,0.087811768,0,0.897957938,-0.326531858,0.357142857,0.082173174,0,-0.326531858,0,0.955484962,0.332348201,0.344013082,0.955484962,-0.212201051,0.091628361,-0.009583822,-0.008889431,0.091628361,-0.040584416,0.053050937,-0.000802299,-0.004136261,-0.03331926,-0.218732001,0.097498357,-0.012345591,0.013490822,0.097498357,-0.212201051,0.091628361,-0.009583822,-0.008889431,0.091628361,-0.040584416,0.053049588,-0.000802472,-0.004135791,-0.033319577,-0.218731673,0.097498466,-0.012345558,0.01349063,0.097498466,0.98046875,0.981445313,0.981011285,0.981445313,0.98046875,105.9,31.20001221,10.40002441,31.20001221,10.39996338,pen
0,0.316832892,0.08029752,0,0,0,1.188118813,0.438333756,0.18485813,0,0,1.229637912,0.447356054,0.18485813,0,0,0.316832892,0.08029752,0,0,0,1.188118813,0.438333756,0.18485813,0,0,1.229637912,0.447356054,0.18485813,0,-0.033705627,0.031369593,-0.000198573,0,-0.033705627,-0.126395618,0.117635526,-0.000593822,0.01022822,-0.126395618,-0.130812544,0.121746328,-0.000630254,0.01022822,-0.130812544,-0.033705627,0.031369593,-0.000198573,0,-0.033705627,-0.126395618,0.117635526,-0.000593822,0.01022822,-0.126395618,-0.130812544,0.121746328,-0.000630254,0.01022822,-0.130812544,0.978515625,0.981445313,0.979980469,0.98046875,0.978515625,73.3,8.800048828,37.59997559,8.800048828,37.59997559,pen
-0.523362204,0.628574916,0.080541107,0,0,-0.288289388,0.747663551,0.063186545,0,0,0,0.912638363,0.272956405,0.281567014,0,-0.523362204,0.628574916,0.080541107,0,0,-0.288289388,0.747663551,0.063186545,0,0,0,0.912638363,0.272956405,0.281567014,0,-0.103209554,0.095238095,-0.002258509,0.003024529,-0.098214831,-0.114285424,0.069875098,-0.007095175,-0.010523877,0.01785687,-0.148766437,0.085293305,-0.014677227,0.005404028,-0.099824951,-0.103209554,0.095238095,-0.002258509,0.003024529,-0.098214831,-0.114285424,0.069875098,-0.007095175,-0.010523877,0.01785687,-0.148766437,0.085293305,-0.014677227,0.005404028,-0.099824951,0.978515625,0.98046875,0.980273438,0.98046875,0.978515625,204.5,22.40002441,28.79998779,22.40002441,28.79998779,pen
-0.077668718,1.135482296,0.276048959,0,0,-0.163266967,0,-0.052029653,-0.036032737,0,0,1.140165122,0.320856471,0.136555656,0,-0.077668718,1.135482296,0.276048959,0,0,-0.163262815,0,-0.052029575,-0.036035486,0,0,1.140164944,0.320855987,0.13655358,0,-0.270352927,0.077916051,-0.022724985,0.002641793,-0.270352927,-0.007541228,0.030234623,0.004118298,-0.001005312,0.024578604,-0.271467886,0.078186073,-0.024526867,0.007149346,-0.271467886,-0.270352927,0.077916051,-0.022724985,0.002641793,-0.270352927,-0.007541228,0.030233855,0.004118177,-0.001005071,0.024578135,-0.271467844,0.078186114,-0.024526801,0.007149205,-0.271467844,0.977539063,0.981445313,0.98046875,0.981445313,0.977539063,92.40000001,35.19995117,6.400024414,35.19995117,6.399963379,pen
0,0.163269043,0.044721035,0,0.158413424,0,2.534660114,0.602564289,0.08080993,2.534660114,0,2.539605621,0.604839538,0.08080993,2.539605621,0,0.163269043,0.044721035,0,0.158413424,0,2.534657093,0.602563854,0.080806848,2.534657093,0,2.539602605,0.604839108,0.080806848,2.539602605,-0.017369047,0.016660106,0.001562049,0,0.015684497,-0.181591193,0.250956447,0.025200914,0.006611469,0.250956447,-0.181818033,0.251446101,0.025246255,0.006611469,0.251446101,-0.017369047,0.016660106,0.001562049,0,0.015684497,-0.181591193,0.250956148,0.025200869,0.006611469,0.250956148,-0.181818033,0.251445803,0.02524621,0.006611469,0.251445803,0.979492188,0.981445313,0.981011285,0.981445313,0.979492188,101.4,4.800048828,60.80001831,4.800048828,60.79998779,pen
-1.431582802,1.909089523,0.089877232,0,0,-0.545456626,1.094742624,0.048278386,0,0,0,1.985483754,0.432087247,0.116636615,0,-1.431582802,1.909089523,0.089877232,0,0,-0.545453158,1.094739412,0.048278345,0,0,0,1.985482801,0.432087146,0.11663439,0,-0.204603711,0.216941991,-0.000306604,0.006049057,-0.173498157,-0.115236066,0.115236066,-0.000359793,0,0.034699764,-0.210900481,0.225623154,-0.001987728,0.007256679,-0.176934123,-0.204603711,0.216941991,-0.000306604,0.006049057,-0.173498157,-0.115235728,0.115235728,-0.000359799,0,0.034699764,-0.210900638,0.225623046,-0.001987729,0.007256679,-0.176934123,0.981445313,0.982421875,0.981620593,0.981445313,0.981445313,398.1,71.20001221,43.19995117,71.20001221,43.19995117,pen
-0.072070972,0.299066561,0.056827636,0,0,0,0.89719398,0.244866598,0,0,0,0.945726094,0.262423333,0.072070972,0,-0.072070972,0.299066561,0.056827636,0,0,0,0.89719398,0.244866598,0,0,0,0.945726094,0.262423333,0.072070972,0,-0.030831604,0.019454099,-0.001261953,0,-0.02725992,-0.092494225,0.052029136,-0.004551098,0,-0.090867787,-0.097497535,0.054319945,-0.004921868,0.00649288,-0.094868636,-0.030831604,0.019454099,-0.001261953,0,-0.02725992,-0.092494225,0.052029136,-0.004551098,0,-0.090867787,-0.097497535,0.054319945,-0.004921868,0.00649288,-0.094868636,0.98046875,0.981445313,0.981011285,0.981445313,0.98046875,101.9,8,35.20001221,8,35.20001221,pen
