pressure0,interval,v0_x,v0_y,v0,aX,aY,a,pos_x,pos_y,msec,Mode
0.3046875,75.79999995,0,0.598876953,0.598876953,0,0.598876953,0.598876953,209.0524902,153.0675659,11,pen
0.586914063,122.5,0,0,0,0,0,0,221.6285706,156.6606903,11.29999995,pen
0.181640625,45.29999995,0,0,0,0,0,0,224.6228638,177.0218811,11.0999999,pen
0.354492188,690.6999999,0,0.598876953,0.598876953,0,0.598876953,0.598876953,260.5542908,150.073288,10.69999993,pen
0.3828125,113.3,0,0.598876953,0.598876953,0,0.598876953,0.598876953,268.339386,156.0618591,11.60000002,pen
0.505859375,109.2,0.598876953,0,0.598876953,0.598876953,0,0.598876953,247.379425,165.0447235,14.39999998,pen
0.50390625,134.1999999,0,0,0,0,0,0,282.7120056,154.8641357,12.39999998,pen
0.586914063,96.89999998,0,0,0,0,0,0,280.9154358,173.4287109,11,pen
0.3984375,77.80000007,0,0,0,0,0,0,283.3108826,186.0047455,11,pen
0.265625,131.9,0,0,0,0,0,0,321.6377258,159.6549835,11.10000002,pen
0.47265625,132,0,0,0,0,0,0,352.7783508,148.8755493,10.70000005,pen
0.403320313,82.39999998,0,0,0,0,0,0,353.3772278,155.4629822,11.5,pen
0.602539063,36.89999998,0,0,0,0,0,0,355.1737976,165.6435699,11.30000007,pen
0.073242188,29.20000005,0.598815918,-1.19770813,1.339061338,0.598815918,-1.19770813,1.339061338,347.9875183,178.8184509,12.0999999,pen
0.458984375,110.3000001,-0.598754883,0,0.598754883,-0.598754883,0,0.598754883,380.3258972,162.0504456,11.20000005,pen
0.296875,76,0.598815918,0,0.598815918,0.598815918,0,0.598815918,362.9589539,156.0618591,11.29999995,pen
0.305664063,3088.1,0,0,0,0,0,0,412.6641541,141.0904236,11.5,pen
0.416992188,271,0,0,0,0,0,0,442.6070251,156.0618591,11.79999995,pen
0.734375,205.3,0,0,0,0,0,0,466.5613098,145.8812714,12.29999995,pen
0.307617188,3038,0,0,0,0,0,0,488.1202087,159.0561371,11.0999999,pen
0.55078125,90.0999999,0,0,0,0,0,0,504.2893372,147.6778412,11.79999995,pen
0.243164063,33,-1.197692871,-0.598831177,1.339054514,-1.197692871,-0.598831177,1.339054514,506.684845,162.0504456,11.5,pen
0.342773438,246.8,0,1.19770813,1.19770813,0,1.19770813,1.19770813,543.8139954,136.2995453,11.29999995,pen
0.173828125,11431.3,0,0.598846436,0.598846436,0,0.598846436,0.598846436,121.6192932,224.3316193,13.30000007,pen
0.325195313,128.1999999,0,0,0,0,0,0,129.4043884,215.3487549,12.5,pen
0.293945313,126.3,0,0.598846436,0.598846436,0,0.598846436,0.598846436,116.2295532,232.7156219,12.79999995,pen
0.4140625,196.4,0,0,0,0,0,0,131.2009888,236.9076385,10.89999998,pen
0.470703125,105.8,0.598815918,0,0.598815918,0.598815918,0,0.598815918,129.4043884,255.472229,11.60000002,pen
0.517578125,174.9,-0.598815918,0.598861694,0.846885962,-0.598815918,0.598861694,0.846885962,171.9233398,218.3430481,11.30000007,pen
0.291992188,76.79999995,-0.598815918,0,0.598815918,-0.598815918,0,0.598815918,167.7313538,233.3144989,11.70000005,pen
0.620117188,121,0.598876953,0,0.598876953,0.598876953,0,0.598876953,182.7027893,215.3487549,11.80000007,pen
0.34765625,84.69999993,0.598815918,0,0.598815918,0.598815918,0,0.598815918,172.5221558,229.721344,10.89999998,pen
0.307617188,89,0,0,0,0,0,0,174.3187561,233.3144989,12.29999995,pen
0.234375,110.5999999,0,0,0,0,0,0,186.8947754,230.9190674,13.29999995,pen
0.5078125,138.2,0,0,0,0,0,0,167.1324768,259.6642456,11.29999995,pen
0.474609375,233.4,0,0,0,0,0,0,204.2616272,222.5350647,10.80000007,pen
0.609375,112.9,0,0,0,0,0,0,205.4593811,224.3316193,10.80000007,pen
0.50390625,183.5,0,0,0,0,0,0,240.1931458,230.3202209,11.30000007,pen
0.61328125,221.0999999,-0.598876953,0,0.598876953,-0.598876953,0,0.598876953,262.9497375,220.1396027,11.20000005,pen
0.430664063,85.5,0,0.598861694,0.598861694,0,0.598861694,0.598861694,267.1416931,229.721344,11.69999993,pen
0.588867188,108.4,-0.598876953,0,0.598876953,-0.598876953,0,0.598876953,261.1531067,236.9076385,11.0999999,pen
0.44140625,80.4000001,-0.598876953,0,0.598876953,-0.598876953,0,0.598876953,269.5371399,237.5065002,12.60000002,pen
0.524414063,132.0999999,0,0,0,0,0,0,250.3736877,255.472229,12.20000005,pen
0.46875,114.3,0,0,0,0,0,0,268.339386,233.3144989,11,pen
0.495117188,172.5,0,0,0,0,0,0,304.8697205,210.5579071,13.79999995,pen
0.7109375,90.89999998,0,0,0,0,0,0,300.0788879,255.472229,10.79999995,pen
0.700195313,192,0,0.598846436,0.598846436,0,0.598846436,0.598846436,329.4229431,209.3601837,11.19999993,pen
0.359375,88,0,0.598846436,0.598846436,0,0.598846436,0.598846436,321.0389099,265.6528015,11.10000002,pen
0.178710938,4032.4,0,0,0,0,0,0,367.7497864,234.512207,11.89999998,pen
0.309570313,231.1999999,-0.598815918,0,0.598815918,-0.598815918,0,0.598815918,418.6527405,219.5407715,13.29999995,pen
0.200195313,88.69999993,0,0,0,0,0,0,406.6755676,237.5065002,11,pen
0.490234375,124,0,0,0,0,0,0,427.6355896,218.3430481,11,pen
0.4375,101.6999999,0,0,0,0,0,0,414.4607239,234.512207,11.39999998,pen
0.171875,35.5,-0.598815918,-0.598876953,0.846896752,-0.598815918,-0.598876953,0.846896752,427.6355896,236.3087616,11,pen
0.368164063,122.1999999,-0.598815918,1.19770813,1.339061338,-0.598815918,1.19770813,1.339061338,432.4264832,235.7099152,24.0999999,pen
0.4375,89.5,-1.197692871,0,1.197692871,-1.197692871,0,1.197692871,410.2687073,266.2516785,18.69999993,pen
0.4609375,190.2,0,0,0,0,0,0,463.5670471,272.2402344,11.4000001,pen
0.418945313,2371,0,0,0,0,0,0,506.085968,255.472229,10.89999998,pen
0.3046875,1002.7,0,0,0,0,0,0,610.8860168,228.5236359,11.39999998,pen
0.155273438,217.4,-0.598815918,0,0.598815918,-0.598815918,0,0.598815918,633.0438538,232.1167755,10.80000007,pen
0.1875,95.70000005,0,0.598846436,0.598846436,0,0.598846436,0.598846436,627.6540833,244.0939178,10.70000005,pen
0.490234375,116.5,0,0,0,0,0,0,645.0210266,228.5236359,12.10000002,pen
0.477539063,90.89999998,0.598815918,0,0.598815918,0.598815918,0,0.598815918,634.2414856,241.0996399,11.89999998,pen
0.192382813,90.5999999,-0.598815918,0,0.598815918,-0.598815918,0,0.598815918,640.230072,247.6870575,12.29999995,pen
0.484375,103.6,-0.598937988,0,0.598937988,-0.598937988,0,0.598937988,648.6140442,247.0882111,13.20000005,pen
0.575195313,107.1,0,-0.598846436,0.598846436,0,-0.598846436,0.598846436,628.8517761,270.4436951,12.29999995,pen
0.291992188,2453.5,0,0,0,0,0,0,687.5398254,247.0882111,10.60000002,pen
0.26953125,93,0,0,0,0,0,0,701.3135681,251.2802429,11.30000007,pen
0.15625,60,0,0,0,0,0,0,718.6804504,245.8905334,11.60000002,pen
0.291992188,8361.2,0,0,0,0,0,0,615.0781555,299.7877197,10.60000002,pen
0.28515625,195.4,0,0,0,0,0,0,645.0210266,296.7934265,12.29999995,pen
0.34375,107.8,0,0,0,0,0,0,639.6312561,307.5728455,11.39999998,pen
0.530273438,137.5999999,0,0,0,0,0,0,668.9753113,304.5785828,11.5,pen
0.333984375,48.29999995,-0.598815918,0.598846436,0.846875172,-0.598815918,0.598846436,0.846875172,667.1787415,318.9511719,16.4000001,pen
0.396484375,135.8,-0.598815918,0,0.598815918,-0.598815918,0,0.598815918,694.7261658,298.5899963,13.30000007,pen
0.448242188,101.5,0,0.598876953,0.598876953,0,0.598876953,0.598876953,698.9181824,311.7648621,11.70000005,pen
0.078125,739.6,0,0,0,0,0,0,719.8782043,302.7820129,10.79999995,pen
0.356445313,202.8000001,0,-0.598876953,0.598876953,0,-0.598876953,0.598876953,744.431366,306.3751221,11.79999995,pen
0.211914063,88,-0.598999023,0,0.598999023,-0.598999023,0,0.598999023,753.4141541,294.9968262,10.79999995,pen
0.4921875,426.9000001,0,0.598846436,0.598846436,0,0.598846436,0.598846436,787.5491638,292.002533,11.20000005,pen
0.533203125,81.20000005,0,0.598876953,0.598876953,0,0.598876953,0.598876953,777.9673767,303.9797058,16.4000001,pen
0.06640625,2968,0,0,0,0,0,0,807.3114929,303.9797058,11.5,pen
0.271484375,122.7,0,0,0,0,0,0,819.2885437,301.5842896,12.29999995,pen
0.3828125,113.4,0,0,0,0,0,0,822.2828064,309.3694153,10.89999998,pen
0.415039063,168.8000001,0,0,0,0,0,0,836.6554871,310.5671387,10.70000005,pen
0.133789063,95.60000002,-0.598876953,0,0.598876953,-0.598876953,0,0.598876953,851.0280457,305.1774292,11.10000002,pen
0.455078125,106.2,-0.598876953,0.598815918,0.846896752,-0.598876953,0.598815918,0.846896752,858.8132019,303.3808289,13.10000002,pen
0.4609375,85.9000001,0,0,0,0,0,0,850.4291687,328.5328674,12.69999993,pen
0.283203125,143.2,0,0,0,0,0,0,841.4462585,302.183136,12,pen
0.330078125,803.5,-0.598937988,0,0.598937988,-0.598937988,0,0.598937988,721.6747131,345.3009338,12.4000001,pen
0.5078125,165.4,-0.598937988,0,0.598937988,-0.598937988,0,0.598937988,736.0472717,344.1031799,11.70000005,pen
0.467773438,83.89999998,0,0,0,0,0,0,736.0472717,345.3009338,11.10000002,pen
0.290039063,159.9,0,-0.598846436,0.598846436,0,-0.598846436,0.598846436,756.4085388,354.283783,11.29999995,pen
0.4609375,208.8000001,0,0,0,0,0,0,775.571991,346.4986267,11.89999998,pen
0.233398438,72.10000002,0,-0.598846436,0.598846436,0,-0.598846436,0.598846436,777.9673767,351.8883362,13.60000002,pen
0.55078125,108.7,0,0,0,0,0,0,777.3684998,358.475769,11.20000005,pen
0.333984375,115.3,0,0,0,0,0,0,779.7640076,360.8711853,11.69999993,pen
0.416992188,92.80000007,0,0,0,0,0,0,762.3970642,371.6506348,10.89999998,pen
0.385742188,90.9000001,-0.598999023,0,0.598999023,-0.598999023,0,0.598999023,783.3570251,352.4871826,11,pen
0.41015625,153.7,0.598876953,0,0.598876953,0.598876953,0,0.598876953,813.8988953,347.0974731,11.0999999,pen
0.4375,10395.3,2.117584229,0.604980469,2.202308864,2.117584229,0.604980469,2.202308864,63.77474976,365.4658813,13.60000002,pen
0.25390625,193.8000001,-0.302490234,0,0.302490234,-0.302490234,0,0.302490234,77.69012451,365.7684021,11.70000005,pen
0.526367188,191,-0.302490234,0,0.302490234,-0.302490234,0,0.302490234,91.30303955,364.8609009,11.70000005,pen
0.743164063,151,0,0,0,0,0,0,104.9159241,365.4658813,12.20000005,pen
0.291992188,1411.9,0,0,0,0,0,0,136.981842,364.5583496,11.89999998,pen
0.436523438,280.2,0,0,0,0,0,0,153.3172913,366.3734131,11.80000007,pen
0.474609375,76.89999998,0,-0.302490234,0.302490234,0,-0.302490234,0.302490234,153.014801,367.8859558,10.79999995,pen
0.4296875,168.1,0,0,0,0,0,0,153.3172913,373.6336365,11.5,pen
0.307617188,67.69999993,0,0.302520752,0.302520752,0,0.302520752,0.302520752,151.8047791,379.6838074,13.19999993,pen
0.321289063,1913.6,0,0,0,0,0,0,211.3989868,369.7010193,10.89999998,pen
0.372070313,93.19999993,0,0,0,0,0,0,210.1889648,376.6586914,10.69999993,pen
0.490234375,98.5,0,0,0,0,0,0,210.1889648,388.1540222,12.19999993,pen
0.267578125,94.89999998,-0.302490234,0.30255127,0.427828952,-0.302490234,0.30255127,0.427828952,226.5244141,363.3483582,12.5,pen
0.198242188,48.89999998,0,0,0,0,0,0,231.6670227,363.3483582,12.70000005,pen
0.580078125,163.5,0,0,0,0,0,0,227.4319458,381.1963501,11.89999998,pen
0.606445313,126.7,0,0,0,0,0,0,226.8269043,383.9189148,11.30000007,pen
0.4375,90.70000005,0,0,0,0,0,0,228.9444885,390.5741272,12.19999993,pen
0.5625,169.6999999,-0.302429199,-0.302520752,0.427764218,-0.302429199,-0.302520752,0.427764218,244.372467,375.1461792,12.79999995,pen
0.453125,75.80000007,0,0,0,0,0,0,246.1874695,387.246521,11.20000005,pen
0.22265625,162.4000001,0,0,0,0,0,0,262.5229797,369.0960083,10.79999995,pen
0.48828125,109.9,0,0,0,0,0,0,274.01828,366.9784241,10.79999995,pen
0.577148438,189.4,0,0,0,0,0,0,277.648407,375.1461792,12.20000005,pen
0.423828125,90.20000005,0,0.302490234,0.302490234,0,0.302490234,0.302490234,278.2533875,389.3640747,13,pen
0.283203125,1392.4,0,0,0,0,0,0,315.1594543,371.818573,10.79999995,pen
0.255859375,59.60000002,0,0,0,0,0,0,305.7817078,380.8938293,11.10000002,pen
0.611328125,144.6,0,0,0,0,0,0,314.2519226,376.6586914,11.20000005,pen
0.359375,104.4,-0.302490234,0,0.302490234,-0.302490234,0,0.302490234,308.8067932,384.8264465,12,pen
0.493164063,172,0,0,0,0,0,0,325.4447327,366.0708923,12.29999995,pen
0.655273438,114.9000001,0,-0.302490234,0.302490234,0,-0.302490234,0.302490234,320.907135,373.0286255,12.5,pen
0.3046875,75,0,0.302490234,0.302490234,0,0.302490234,0.302490234,322.7221985,373.9361267,12.19999993,pen
0.479492188,109.5,-0.302490234,0,0.302490234,-0.302490234,0,0.302490234,330.8899231,374.5411377,11.29999995,pen
0.740234375,112.1,0,-0.302490234,0.302490234,0,-0.302490234,0.302490234,318.7895813,383.6164246,11.4000001,pen
0.340820313,84.29999995,0,-0.302490234,0.302490234,0,-0.302490234,0.302490234,319.697052,389.9690857,11.60000002,pen
0.383789063,107.5,0,-0.302490234,0.302490234,0,-0.302490234,0.302490234,329.3773499,383.6164246,11.60000002,pen
0.470703125,720.2,0,0,0,0,0,0,354.4856262,374.5411377,11.70000005,pen
0.5234375,120.3,-0.302490234,0,0.302490234,-0.302490234,0,0.302490234,365.6784363,373.9361267,12,pen
0.267578125,46.69999993,0,0,0,0,0,0,351.4604797,384.2214355,11.39999998,pen
0.465820313,97.39999998,0,0.302520752,0.302520752,0,0.302520752,0.302520752,361.4432678,381.1963501,11.69999993,pen
0.59375,109.4,0,-0.302490234,0.302490234,0,-0.302490234,0.302490234,356.3006897,399.6493835,11.79999995,pen
0.138671875,31595.5,-0.302490234,0,0.302490234,-0.302490234,0,0.302490234,213.2442017,408.2472229,11.60000002,pen
0.415039063,180.8000001,0,0,0,0,0,0,219.8994141,407.3396606,10.60000002,pen
0.443359375,162.5999999,0.302520752,0,0.302520752,0.302520752,0,0.302520752,225.6470642,409.7597656,11.39999998,pen
0.3046875,94.5999999,0,0,0,0,0,0,232.3022766,420.0450134,10.70000005,pen
0.44140625,135,0,0,0,0,0,0,237.4449158,408.2472229,12.0999999,pen
0.283203125,438.9,0,0,0,0,0,0,256.20047,421.2550964,11.80000007,pen
0.453125,291.4,0,0,0,0,0,0,270.1158142,413.6923828,12.10000002,pen
0.34765625,74.79999995,0,0,0,0,0,0,270.7208557,421.2550964,11.29999995,pen
0.46875,162.5999999,0.302490234,0,0.302490234,0.302490234,0,0.302490234,284.3337708,413.0873718,10.89999998,pen
0.56640625,98.4000001,0,0,0,0,0,0,281.3086853,419.1375122,12.20000005,pen
0.483398438,191.5,0,0.302520752,0.302520752,0,0.302520752,0.302520752,299.7617493,415.5074158,12.5,pen
0.352539063,80.30000007,0,-0.302490234,0.302490234,0,-0.302490234,0.302490234,302.4842834,426.7002563,12.30000007,pen
0.483398438,1500.8,0,0,0,0,0,0,328.5000305,420.0450134,12,pen
0.416992188,218.3000001,0,0,0,0,0,0,354.8182678,422.1625977,10.89999998,pen
0.53515625,551.6,0.302429199,0,0.302429199,0.302429199,0,0.302429199,370.8512268,416.1124573,12.80000007,pen
0.481445313,119.4,0,0.302490234,0.302490234,0,0.302490234,0.302490234,375.993927,414.9024048,11.39999998,pen
0.418945313,146.3,0,0,0,0,0,0,386.2791443,417.625,11.10000002,pen
0.602539063,99.70000005,0,-0.30255127,0.30255127,0,-0.30255127,0.30255127,384.1616516,426.0952148,11.39999998,pen
0.48828125,77.10000002,0,0,0,0,0,0,388.6992493,436.0780334,11,pen
0.703125,288.5,0,-0.302490234,0.302490234,0,-0.302490234,0.302490234,408.3623352,425.7927246,12.60000002,pen
0.514648438,340.8,0,0,0,0,0,0,420.462677,420.0450134,10.60000002,pen
0.514648438,95.4000001,0,0,0,0,0,0,420.7651672,428.2127991,11.10000002,pen
0.501953125,361.6,0.302490234,0,0.302490234,0.302490234,0,0.302490234,433.1679993,423.9776306,10.79999995,pen
0.618164063,89.30000007,0,0,0,0,0,0,438.0081482,418.2299805,11,pen
0.4609375,171.7,0,0.302490234,0.302490234,0,0.302490234,0.302490234,450.10849,416.7174377,11,pen
0.604492188,95.20000005,0,0,0,0,0,0,448.898468,419.1375122,11.89999998,pen
0.2265625,3423.9,-0.302520752,0,0.302520752,-0.302520752,0,0.302520752,52.30957031,415.5074158,10.60000002,pen
0.375,157.7,-0.30255127,0.302520752,0.42785053,-0.30255127,0.302520752,0.42785053,64.40991211,413.6923828,11.20000005,pen
0.358398438,787.4,0,0,0,0,0,0,80.74542236,411.2722778,11.5999999,pen
0.493164063,132.3,0,-0.302490234,0.302490234,0,-0.302490234,0.302490234,93.14825439,413.6923828,11,pen
0.251953125,3402,0.302490234,-0.30255127,0.427828952,0.302490234,-0.30255127,0.427828952,141.8521423,411.8772888,13.60000002,pen
0.620117188,189.6999999,0,0,0,0,0,0,146.6922913,408.5497131,11.10000002,pen
0.375,83.19999993,0,0,0,0,0,0,147.9023438,410.6672974,11.5,pen
0.655273438,109.5,0,-0.30255127,0.30255127,0,-0.30255127,0.30255127,148.8098755,418.2299805,13.79999995,pen
0.383789063,56.89999998,-0.302459717,0.302520752,0.427785794,-0.302459717,0.302520752,0.427785794,149.1123962,423.3726501,13.30000007,pen
0.208984375,3346.6,-0.30255127,-0.605010986,0.676443319,-0.30255127,-0.605010986,0.676443319,224.4370117,443.3381958,12.10000002,pen
0.446289063,766.0999999,0,0,0,0,0,0,315.1896667,437.8930664,11.10000002,pen
0.505859375,132,0,0,0,0,0,0,317.9122009,440.3131409,10.69999993,pen
0.708984375,145.0999999,0,-0.302490234,0.302490234,0,-0.302490234,0.302490234,307.3244324,445.7583008,11.60000002,pen
0.233398438,10219.1,0,0,0,0,0,0,432.2419128,398.4266663,10.79999995,pen
0.05078125,381.2,0.393371582,-0.393371582,0.556311426,0.393371582,-0.393371582,0.556311426,495.1820984,363.0227966,18.10000002,pen
0.302734375,539.2,-0.393371582,0,0.393371582,-0.393371582,0,0.393371582,497.1489563,363.0227966,11.89999998,pen
0.396484375,167.4,0,0.393371582,0.393371582,0,0.393371582,0.393371582,491.2483215,369.7101746,11.5,pen
0.499023438,123.1,0,0,0,0,0,0,498.3291321,369.316803,10.5,pen
0.595703125,80.5,0,0,0,0,0,0,496.7556458,378.3644714,10.89999998,pen
0.508789063,112,0,0.393371582,0.393371582,0,0.393371582,0.393371582,504.2297668,365.7764282,12.4000001,pen
0.477539063,131.5999999,0,0,0,0,0,0,512.8840637,364.2029419,11.89999998,pen
0.5625,71.60000002,0,0,0,0,0,0,519.9648743,364.596283,11.30000007,pen
0.577148438,109,0,0.393371582,0.393371582,0,0.393371582,0.393371582,528.2256775,365.7764282,11.39999998,pen
0.361328125,104.2,0,0,0,0,0,0,535.6999207,367.7433167,11,pen
0.37890625,134.9,0.393554688,0,0.393554688,0.393554688,0,0.393554688,541.6006165,368.9234314,11.10000002,pen
0.479492188,51.39999998,0,0,0,0,0,0,546.3210144,381.118103,12.30000007,pen
0.293945313,369.6,-0.393432617,0,0.393432617,-0.393432617,0,0.393432617,492.0350647,394.886261,11.80000007,pen
0.08984375,41,-0.393371582,-0.3934021,0.556333006,-0.393371582,-0.3934021,0.556333006,497.9357605,401.5736389,10.79999995,pen
0.69140625,124.8000001,0,0,0,0,0,0,481.8073425,403.9338989,11.39999998,pen
0.684570313,104.0999999,-0.393432617,0,0.393432617,-0.393432617,0,0.393432617,511.7038879,403.5405273,10.60000002,pen
0.19140625,44.60000002,0,0,0,0,0,0,517.6045227,404.7206726,11.29999995,pen
0.2890625,97.5,0,0,0,0,0,0,519.5713806,398.8200378,10.79999995,pen
0.452148438,93.70000005,-0.393432617,0,0.393432617,-0.393432617,0,0.393432617,527.4389343,399.606781,11.20000005,pen
0.4296875,59.20000005,0.393371582,0,0.393371582,0.393371582,0,0.393371582,530.1925964,404.327301,10.89999998,pen
0.51953125,89.60000002,0,0,0,0,0,0,528.6190491,416.1285706,12.4000001,pen
0.546875,88,0,0,0,0,0,0,524.2919617,427.1431274,11,pen
0.602539063,260.1,-0.393371582,0,0.393371582,-0.393371582,0,0.393371582,552.6150208,402.3604126,11.4000001,pen
0.430664063,100.9000001,0,-0.393432617,0.393432617,0,-0.393432617,0.393432617,577.7910461,402.7537537,11.79999995,pen
0.4921875,74.30000007,0,0,0,0,0,0,570.3169861,415.735199,10.89999998,pen
0.626953125,508.0999999,0.393432617,0.393371582,0.556354586,0.393432617,0.393371582,0.556354586,586.8387756,404.7206726,10.79999995,pen
0.448242188,134.6,0,0,0,0,0,0,583.2983704,407.8676758,11.89999998,pen
0.611328125,140.6,0,0,0,0,0,0,583.691803,417.3086853,11.39999998,pen
0.443359375,78.89999998,0,0,0,0,0,0,584.8718567,424.7828064,11.10000002,pen
0.5703125,95.5,0.393310547,-0.3934021,0.556289851,0.393310547,-0.3934021,0.556289851,583.2983704,436.9775085,11.70000005,pen
0.196289063,784.1999999,0,0.393432617,0.393432617,0,0.393432617,0.393432617,610.8346863,444.0583191,11,pen
0.3125,2085.8,0,0,0,0,0,0,497.5423279,442.4847717,11.79999995,pen
0.358398438,141.1,0,0,0,0,0,0,499.5092468,445.2383728,11.10000002,pen
0.380859375,124.1,0,0,0,0,0,0,500.296051,453.4993286,11.39999998,pen
0.22265625,131.3000001,0,0,0,0,0,0,507.3767395,439.337738,11.5,pen
0.1875,156.6,0,0,0,0,0,0,496.3622742,457.8264771,10.5,pen
0.41015625,149.8,0.393371582,0,0.393371582,0.393371582,0,0.393371582,526.6521912,451.5324402,13.30000007,pen
0.4609375,95.29999995,0,0,0,0,0,0,521.9317322,448.3854065,11.89999998,pen
0.423828125,101.3000001,0,-0.393432617,0.393432617,0,-0.393432617,0.393432617,516.424408,464.1204529,12,pen
0.186523438,949.3,0,0,0,0,0,0,553.7951355,444.8450317,11.79999995,pen
0.307617188,110.8000001,0,0,0,0,0,0,552.2217102,443.6648865,12.10000002,pen
0.592773438,151.1999999,0,0,0,0,0,0,555.7619934,449.9589539,10.60000002,pen
0.181640625,74.10000002,0,0,0,0,0,0,556.155365,454.6794128,11.29999995,pen
0.51953125,124,0,0,0,0,0,0,544.3540955,462.9403381,11,pen
0.262695313,163,0.393371582,-0.393371582,0.556311426,0.393371582,-0.393371582,0.556311426,549.0746155,462.5469666,11.30000007,pen
0.436523438,103.8000001,0,0,0,0,0,0,551.8283386,466.874115,11.30000007,pen
0.1015625,36.60000002,-0.393249512,0,0.393249512,-0.393249512,0,0.393249512,555.3687439,471.594635,11.89999998,pen
0.182617188,33.5,0,0,0,0,0,0,547.1078186,481.4290161,10.70000005,pen
0.290039063,98.70000005,-0.393310547,0,0.393310547,-0.393310547,0,0.393310547,559.6958313,462.5469666,11.70000005,pen
0.302734375,143.6999999,0,0,0,0,0,0,564.0228577,465.3005981,11.5,pen
0.22265625,125.1999999,0,-0.393341064,0.393341064,0,-0.393341064,0.393341064,562.0560608,471.9880066,11.69999993,pen
0.293945313,779.3,0,0,0,0,0,0,582.5116272,454.6794128,11,pen
0.4140625,125.6999999,0,0,0,0,0,0,582.9050598,460.9734497,10.70000005,pen
0.192382813,100,-0.393371582,0,0.393371582,-0.393371582,0,0.393371582,578.971283,471.2012329,11.60000002,pen
0.291992188,105.1,0,0,0,0,0,0,586.8387756,463.7271118,12.20000005,pen
0.245117188,129.5999999,0,0,0,0,0,0,584.8718567,472.7747192,10.70000005,pen
0.072265625,965,0,0,0,0,0,0,604.9339905,459.0065613,11.5,pen
0.240234375,251.6,0,0,0,0,0,0,599.8200989,464.9072266,10.69999993,pen
0.150390625,113.3000001,0,-0.393310547,0.393310547,0,-0.393310547,0.393310547,598.6400452,465.6940002,10.60000002,pen
0.171875,79.20000005,-0.393493652,0,0.393493652,-0.393493652,0,0.393493652,600.2134705,473.5615234,13.0999999,pen
0.12109375,37.79999995,-0.393371582,0.393432617,0.556354586,-0.393371582,0.393432617,0.556354586,602.9671936,475.5284119,10.69999993,pen
0.390625,94.79999995,0,0.393371582,0.393371582,0,0.393371582,0.393371582,607.6877136,475.9217834,11.5,pen
0.358398438,142.5,0,0,0,0,0,0,596.2798157,486.5428772,10.70000005,pen
0.16015625,19012.4,0,0.393371582,0.393371582,0,0.393371582,0.393371582,126.1952515,459.0065613,11.5,pen
0.359375,137.1999999,0,-0.393371582,0.393371582,0,-0.393371582,0.393371582,133.2760315,462.5469666,12,pen
0.227539063,235.3,-0.393371582,0,0.393371582,-0.393371582,0,0.393371582,143.1104431,457.8264771,11.5999999,pen
0.3359375,88.39999998,-0.393341064,0,0.393341064,-0.393341064,0,0.393341064,143.5038147,459.3999634,11.79999995,pen
0.342773438,147.6,0,0,0,0,0,0,142.3236694,466.4807129,12.9000001,pen
0.359375,80.20000005,-0.393371582,0,0.393371582,-0.393371582,0,0.393371582,140.7501831,474.7416077,10.5,pen
0.251953125,341.5999999,0,0,0,0,0,0,156.0918579,462.1535645,11.70000005,pen
0.181640625,78.19999993,0,0,0,0,0,0,156.485199,464.5138855,11.29999995,pen
0.173828125,53.10000002,0,0.3934021,0.3934021,0,0.3934021,0.3934021,158.0586853,473.5615234,10.60000002,pen
0.185546875,151,0,0.393371582,0.393371582,0,0.393371582,0.393371582,158.84552,458.6131897,11.79999995,pen
0.430664063,1030.5,0,0,0,0,0,0,174.1871033,459.7933655,11.5,pen
0.1796875,81.70000005,0,-0.393341064,0.393341064,0,-0.393341064,0.393341064,173.007019,463.7271118,11.80000007,pen
0.234375,167.6999999,0.3934021,0,0.3934021,0.3934021,0,0.3934021,172.613678,470.4144592,11,pen
0.215820313,79.60000002,0,0,0,0,0,0,173.7937622,474.3482361,11.5,pen
0.3515625,64.10000002,0,0,0,0,0,0,174.1871033,478.2820435,11,pen
0.3515625,2860.7,-0.3934021,-0.393371582,0.556333006,-0.3934021,-0.393371582,0.556333006,217.8518982,467.2674866,13.89999998,pen
0.338867188,93.4000001,0.3934021,0,0.3934021,0.3934021,0,0.3934021,220.9989319,477.1018677,11.20000005,pen
0.342773438,148.3,0,0,0,0,0,0,233.5869446,468.8409729,11.60000002,pen
0.375,107.1,0.393371582,0,0.393371582,0.393371582,0,0.393371582,232.4068298,476.7084961,11.39999998,pen
0.423828125,145.4,0,0,0,0,0,0,253.6491394,470.8078613,11.79999995,pen
0.439453125,98.60000002,0,0,0,0,0,0,258.3696594,479.4621582,11.89999998,pen
0.30078125,357.1,0,0,0,0,0,0,286.2993469,467.2674866,10.70000005,pen
0.365234375,89.79999995,0,0,0,0,0,0,280.3987122,475.5284119,11.9000001,pen
0.389648438,103.5,0,0,0,0,0,0,274.8913879,485.7561646,12,pen
0.328125,79.30000007,0,0,0,0,0,0,276.4649353,488.9031372,11.5,pen
0.130859375,26.39999998,0,0,0,0,0,0,276.4649353,494.0170593,11.39999998,pen
0.514648438,176,0.393371582,0,0.393371582,0.393371582,0,0.393371582,295.3470154,463.7271118,10.89999998,pen
0.200195313,81,0,0,0,0,0,0,291.4132385,470.8078613,11.70000005,pen
0.172851563,58.29999995,-0.786743164,0,0.786743164,-0.786743164,0,0.786743164,296.1337585,471.2012329,12.10000002,pen
