pressure0,interval,gapX,gapY,gap,pos_x,pos_y,msec,v_x,v_y,v,aX,aY,a,Mode
0.2734375,93.39999998,0,0,0,128.0874939,256.3999939,12.20000005,0,0,0,0,0,0,pen
0.28125,104.1,0,0,0,117.6875,266.8000183,12.29999995,0,0,0,0,0,0,pen
0.185546875,137.7,0,-0.800018311,0.800018311,131.2875061,248.3999939,11.79999995,0,-0.067798162,0.067798162,0,-0.005745607,0.005745607,pen
0.514648438,146.4000001,0,0,0,168.8875122,230.8000336,11.69999993,0,0,0,0,0,0,pen
0.387695313,99.5,0,0,0,155.2875061,240.4000092,12,0,0,0,0,0,0,pen
0.26953125,103.7,-0.800018311,0,0.800018311,158.4874878,243.6000061,11.79999995,-0.067798162,0,0.067798162,-0.005745607,0,0.005745607,pen
0.418945313,96.29999995,0,-0.799987793,0.799987793,161.6875,258.8000183,12.20000005,0,-0.06557277,0.06557277,0,-0.005374817,0.005374817,pen
0.129882813,75,-0.799987793,-0.800033569,1.131385956,169.6875,246,12.70000005,-0.062991165,-0.062994769,0.089085508,-0.004959934,-0.004960218,0.007014607,pen
0.349609375,91.60000002,0,0.800033569,0.800033569,175.2875061,246.8000336,12.10000002,0,0.066118477,0.066118477,0,0.005464337,0.005464337,pen
0.370117188,112,0,0,0,167.2875061,265.2000122,11.19999993,0,0,0,0,0,0,pen
0.231445313,241,-0.799987793,0,0.799987793,161.6875,282,12.60000002,-0.063491095,0,0.063491095,-0.005038976,0,0.005038976,pen
0.474609375,80.5,0,0,0,168.0874939,287.6000061,10.89999998,0,0,0,0,0,0,pen
0.307617188,2370.2,0,0,0,215.2875061,254.8000183,12.19999993,0,0,0,0,0,0,pen
0.075195313,30.9000001,0.799987793,-0.799987793,1.131353587,228.8874817,263.6000061,11,0.072726163,-0.072726163,0.102850326,0.006611469,-0.006611469,0.00935003,pen
0.176757813,109.9000001,-0.799987793,-0.800018311,1.131375166,246.4875183,262,11.69999993,-0.068375025,-0.068377634,0.096698733,-0.005844019,-0.005844242,0.008264849,pen
0.276367188,128,0,0,0,275.2875061,260.3999939,11.5,0,0,0,0,0,0,pen
0.345703125,89.10000002,0,-0.799987793,0.799987793,268.8874817,254.8000183,12.29999995,0,-0.065039658,0.065039658,0,-0.005287777,0.005287777,pen
0.307617188,98.79999995,0,0.800003052,0.800003052,316.0874939,244.4000092,13,0,0.061538696,0.061538696,0,0.004733746,0.004733746,pen
0.227539063,81.89999998,-0.799987793,0.800018311,1.131375166,292.0874939,249.2000122,12.10000002,-0.066114694,0.066117216,0.09350208,-0.005464024,0.005464233,0.007727445,pen
0.50390625,392.6,0.799987793,0,0.799987793,322.4875183,239.6000061,11.80000007,0.067795575,0,0.067795575,0.005745388,0,0.005745388,pen
0.427734375,104.5,0,0,0,323.2875061,250.8000183,11.5,0,0,0,0,0,0,pen
0.1015625,61.10000002,0,0,0,328.0874939,259.6000061,12.29999995,0,0,0,0,0,0,pen
0.173828125,104.2,0,0,0,327.2875061,262,11.5,0,0,0,0,0,0,pen
0.298828125,51,-0.799987793,0,0.799987793,331.2875061,267.6000061,11.89999998,-0.067225865,0,0.067225865,-0.005649232,0,0.005649232,pen
0.412109375,99.30000007,0.799987793,0,0.799987793,320.0874939,285.2000122,11.79999995,0.067795576,0,0.067795576,0.005745388,0,0.005745388,pen
0.477539063,152.2,0,0,0,336.0874939,234,11.29999995,0,0,0,0,0,0,pen
0.555664063,129.7,0,0,0,364.8874817,230.8000336,11.29999995,0,0,0,0,0,0,pen
0.5,95.5,0,0,0,350.4875183,242,12.39999998,0,0,0,0,0,0,pen
0.125,87.10000002,-2.399963379,0.799972534,2.529778701,353.6875305,247.6000061,13.5,-0.177775065,0.059257225,0.187391015,-0.013168523,0.004389424,0.013880816,pen
0.293945313,82.20000005,0,0,0,370.4875183,252.3999939,10.79999995,0,0,0,0,0,0,pen
0.170898438,83.5,-1.600036621,-0.799987793,1.788881678,364.8874817,263.6000061,11.69999993,-0.136755268,-0.068375025,0.152895871,-0.011688484,-0.005844019,0.013068023,pen
0.25390625,61.39999998,0,0.800018311,0.800018311,352.8874817,265.2000122,11.80000007,0,0.067798161,0.067798161,0,0.005745607,0.005745607,pen
0.56640625,153,0,0,0,372.8874817,268.3999939,11.10000002,0,0,0,0,0,0,pen
0.188476563,58.29999995,-0.799987793,0.799987793,1.131353587,385.6875305,256.3999939,11.5,-0.069564156,0.069564156,0.098378573,-0.006049057,0.006049057,0.008554658,pen
0.37890625,113.7,0,0.799972534,0.799972534,399.2875061,247.6000061,11.20000005,0,0.071426119,0.071426119,0,0.006377332,0.006377332,pen
0.147460938,75.79999995,-0.799987793,0.800018311,1.131375166,412.0874939,249.2000122,11.39999998,-0.070174368,0.070177045,0.099243436,-0.006155646,0.006155881,0.008705565,pen
0.28125,717.0999999,0,0,0,439.2875061,243.6000061,11.80000007,0,0,0,0,0,0,pen
0.349609375,72,0,0,0,424.0874939,257.2000122,11.89999998,0,0,0,0,0,0,pen
0.159179688,127.6,0,0.799987793,0.799987793,431.2875061,272.3999939,16.10000002,0,0.049688683,0.049688683,0,0.003086254,0.003086254,pen
0.530273438,213.1,0,-0.800018311,0.800018311,465.6875305,262,12.70000005,0,-0.062993568,0.062993568,0,-0.004960123,0.004960123,pen
0.3984375,89.60000002,0,0,0,480.8874817,239.6000061,13.20000005,0,0,0,0,0,0,pen
0.42578125,111.4,0,0,0,466.4875183,242.8000336,12.20000005,0,0,0,0,0,0,pen
0.405273438,286.0999999,0,0,0,500.8874817,254.8000183,11.5,0,0,0,0,0,0,pen
0.533203125,112.6999999,0,0,0,532.0874939,262.8000183,11.39999998,0,0,0,0,0,0,pen
0.4453125,59.5,0,0,0,545.6875305,266,12.79999995,0,0,0,0,0,0,pen
0.4296875,205.2,0.799987793,0,0.799987793,576.0874939,291.6000061,13.0999999,0.061067771,0,0.061067771,0.004661662,0,0.004661662,pen
0.157226563,15310.6,0,0,0,103.2875061,358.8000183,12.20000005,0,0,0,0,0,0,pen
0.3671875,113.9,0,0,0,96.0874939,366,13,0,0,0,0,0,0,pen
0.177734375,110.9,0,0.799987793,0.799987793,103.2875061,374,11.5,0,0.069564156,0.069564156,0,0.006049057,0.006049057,pen
0.193359375,80.39999998,0,0,0,105.6875,379.6000671,11.9000001,0,0,0,0,0,0,pen
0.25,56.5999999,0,-0.799987793,0.799987793,97.6875,389.2000122,12.70000005,0,-0.062991165,0.062991165,0,-0.004959934,0.004959934,pen
