v_x,v_y,v,aX,aY,a,pos_x,pos_y,msec,Mode
6.399993896,-1.599998474,6.59696271,-9.600006104,2.400001526,-9.895459793,105.6875,85.20000458,13.19999993,pen
4.799987793,-2.400001526,5.36655291,-1.600006104,-0.800003052,-1.2304098,110.4874878,82.80000305,15.89999998,pen
4,-1.599998474,4.308131279,-0.799987793,0.800003052,-1.058421631,114.4874878,81.20000458,18.70000005,pen
0,0,0,0,0,0,71.2875061,78,11.80000007,pen
0,0,0,0,0,0,71.2875061,78,10.69999993,pen
-1.600006104,1.600006104,2.262750331,-1.600006104,1.600006104,2.262750331,69.6875,79.6000061,15.89999998,pen
-4.799987793,8.800010681,10.0239748,-3.199981689,7.200004578,7.761224469,64.88751221,88.40001678,17,pen
-5.600006104,10.39998627,11.81184925,-0.800018311,1.599975586,1.78787445,59.2875061,98.80000305,20.10000002,pen
-10.3999939,18.40000153,21.13575003,-4.799987793,8.000015259,9.323900776,48.88751221,117.2000046,15.70000005,pen
-4,8.799995422,9.666432612,6.399993896,-9.600006104,-11.46931742,44.88751221,126,16.39999998,pen
-3.200012207,8,8.616268225,0.799987793,-0.799995422,-1.050164387,41.6875,134,17.20000005,pen
0.799987793,-0.799995422,1.131358981,0.799987793,-0.799995422,1.131358981,76.0874939,93.20000458,10.70000005,pen
2.399993896,0,2.399993896,1.600006104,0.799995422,1.268634915,78.48748779,93.20000458,12.39999998,pen
0,0,0,-2.399993896,0,-2.399993896,78.48748779,93.20000458,13.70000005,pen
7.200012207,1.599998474,7.375647151,7.200012207,1.599998474,7.375647151,85.6875,94.80000305,11.69999993,pen
7.200012207,3.199996948,7.879096157,0,1.599998474,0.503449006,92.88751221,98,16.10000002,pen
29.59997559,23.20001221,37.60849799,22.39996338,20.00001526,29.72940183,122.4874878,121.2000122,33.39999998,pen
5.600006104,4.799987793,7.375632256,-23.99996948,-18.40002441,-30.23286573,128.0874939,126,19.10000002,pen
5.600006104,4,6.88186518,0,-0.799987793,-0.493767075,133.6875,130,19.29999995,pen
0,0,0,0,0,0,84.0874939,117.2000046,11.69999993,pen
-0.799987793,0.799995422,1.131358981,-0.799987793,0.799995422,1.131358981,83.2875061,118,11.5,pen
-0.800018311,1.599998474,1.788861206,-3.05176E-05,0.800003052,0.657502225,82.48748779,119.5999985,13.80000007,pen
-2.399993896,4.000007629,4.664764918,-1.599975586,2.400009155,2.875903712,80.0874939,123.6000061,13.5999999,pen
0,0,0,2.399993896,-4.000007629,-4.664764918,80.0874939,123.6000061,12.9000001,pen
-7.199981689,8.800003052,11.37012709,-7.199981689,8.800003052,11.37012709,72.88751221,132.4000092,11.29999995,pen
-11.20001221,15.19999695,18.88068274,-4.000030518,6.399993896,7.510555648,61.6875,147.6000061,10.89999998,pen
0,0,0,11.20001221,-15.19999695,-18.88068274,61.6875,147.6000061,11.10000002,pen
0,0,0,0,0,0,86.48748779,130,11.19999993,pen
0,0.800033569,0.800033569,0,0.800033569,0.800033569,86.48748779,130.8000336,13.30000007,pen
-0.799987793,4,4.079213217,-0.799987793,3.199966431,3.279179648,85.6875,134.8000336,11.79999995,pen
-2.399993896,8.799972534,9.121375297,-1.600006104,4.799972534,5.04216208,83.2875061,143.6000061,18.70000005,pen
-1.600006104,6.399993896,6.59696456,0.799987793,-2.399978638,-2.524410737,81.6875,150,20.29999995,pen
-0.799987793,0.800003052,1.131364376,-0.799987793,0.800003052,1.131364376,105.6875,148.4000092,10.5,pen
-0.799987793,1.599990845,1.788840734,0,0.799987793,0.657476358,104.8875122,150,11.39999998,pen
-2.400024414,4,4.664774077,-1.600036621,2.400009155,2.875933343,102.4874878,154,13.89999998,pen
-4,5.600006104,6.88186518,-1.599975586,1.600006104,2.217091103,98.48748779,159.6000061,20.80000007,pen
-7.199981689,15.20002747,16.81905382,-3.199981689,9.600021362,9.937188636,91.2875061,174.8000336,14.79999995,pen
-3.200012207,8,8.616268225,3.999969482,-7.200027466,-8.202785592,88.0874939,182.8000336,17.30000007,pen
0,0,0,0,0,0,137.6875,54,11.5,pen
0.799987793,0,0.799987793,0.799987793,0,0.799987793,138.4874878,54,11.60000002,pen
0,0,0,-0.799987793,0,-0.799987793,138.4874878,54,11.29999995,pen
3.200012207,0.799999237,3.298496158,3.200012207,0.799999237,3.298496158,141.6875,54.79999924,13.29999995,pen
6.399993896,1.600017548,6.596967336,3.199981689,0.800018311,3.298471178,148.0874939,56.40001678,19.70000005,pen
8,2.399986267,8.352241261,1.600006104,0.799968719,1.755273925,156.0874939,58.80000305,26.29999995,pen
4,-1.600013733,4.308136946,4,-1.600013733,4.308136946,118.4874878,82.80000305,12.20000005,pen
5.600006104,-0.800003052,5.656860723,1.600006104,0.800010681,1.348723777,124.0874939,82,17.89999998,pen
0,0,0,-5.600006104,0.800003052,-5.656860723,124.0874939,82,12.5,pen
14.3999939,-2.399993896,14.59862305,14.3999939,-2.399993896,14.59862305,138.4874878,79.6000061,13.29999995,pen
12.80001831,0,12.80001831,-1.599975586,2.399993896,-1.798604738,151.2875061,79.6000061,14.4000001,pen
0.799987793,0,0.799987793,0.799987793,0,0.799987793,133.6875,105.2000046,10.60000002,pen
1.600006104,0,1.600006104,0.800018311,0,0.800018311,135.2875061,105.2000046,11.89999998,pen
3.199981689,0,3.199981689,1.599975586,0,1.599975586,138.4874878,105.2000046,16,pen
6.400024414,0,6.400024414,3.200042725,0,3.200042725,144.8875122,105.2000046,16.89999998,pen
0.799987793,0,0.799987793,0.799987793,0,0.799987793,141.6875,130.8000336,10.79999995,pen
0.799987793,0,0.799987793,0,0,0,142.4874878,130.8000336,10.60000002,pen
3.200012207,0,3.200012207,2.400024414,0,2.400024414,145.6875,130.8000336,12.70000005,pen
4,0,4,0.799987793,0,0.799987793,149.6875,130.8000336,15.29999995,pen
8.799987793,-0.800033569,8.836279696,4.799987793,-0.800033569,4.836279696,158.4874878,130,23.60000002,pen
0,0,0,0,0,0,130.4874878,154,11,pen
0,0,0,0,0,0,130.4874878,154,10.79999995,pen
0.800018311,2.400009155,2.529836604,0.800018311,2.400009155,2.529836604,131.2875061,156.4000092,17.30000007,pen
1.600006104,4,4.308134113,0.799987793,1.599990845,1.778297509,132.8875122,160.4000092,20.19999993,pen
1.599975586,8.800003052,8.944270545,-3.05176E-05,4.800003052,4.636136433,134.4874878,169.2000122,13.10000002,pen
1.600006104,8.799987793,8.944260992,3.05176E-05,-1.52588E-05,-9.55354E-06,136.0874939,178,18.10000002,pen
2.399993896,12,12.23764564,0.799987793,3.200012207,3.293384644,138.4874878,190,17.69999993,pen
1.600006104,3.200012207,3.577722412,-0.799987793,-8.799987793,-8.659923224,140.0874939,193.2000122,15,pen
1.600006104,3.199996948,3.577708764,0,-1.52588E-05,-1.36479E-05,141.6875,196.4000092,16.4000001,pen
3.200012207,-3.199996948,4.525489873,3.200012207,-3.199996948,4.525489873,124.8875122,164.4000092,14,pen
8.799987793,-4.800003052,10.02396201,5.599975586,-1.600006104,5.49847214,133.6875,159.6000061,14.89999998,pen
11.20001221,-3.199996948,11.64818672,2.400024414,1.600006104,1.624224708,144.8875122,156.4000092,20.5,pen
17.59997559,-2.400009155,17.7628597,6.399963379,0.799987793,6.114672974,162.4874878,154,18.29999995,pen
7.200012207,1.600006104,7.375648806,-10.39996338,4.000015259,-10.38721089,169.6875,155.6000061,16.4000001,pen
4.799987793,4.800003052,6.788218626,-2.400024414,3.199996948,-0.587430181,174.4874878,160.4000092,17.5,pen
0.800018311,6.400024414,6.449832695,-3.999969482,1.600021362,-0.33838593,175.2875061,166.8000336,16.19999993,pen
-2.399993896,12,12.23764564,-3.200012207,5.599975586,5.78781294,172.8875122,178.8000336,14.60000002,pen
0.799987793,-0.799987793,1.131353587,0.799987793,-0.799987793,1.131353587,133.6875,196.4000092,10.60000002,pen
0.799987793,0,0.799987793,0,0.799987793,-0.331365794,134.4874878,196.4000092,12.5,pen
4,-1.599975586,4.308122779,3.200012207,-1.599975586,3.508134986,138.4874878,194.8000336,15.89999998,pen
7.200012207,-2.400024414,7.589485685,3.200012207,-0.800048828,3.281362907,145.6875,192.4000092,18.19999993,pen
25.6000061,-7.199996948,26.59323727,18.3999939,-4.799972534,19.00375159,171.2875061,185.2000122,12.20000005,pen
0.800018311,0.799987793,1.131375166,0.800018311,0.799987793,1.131375166,195.2875061,57.20000458,12.39999998,pen
0,0.799995422,0.799995422,-0.800018311,7.62939E-06,-0.331379744,195.2875061,58,12.69999993,pen
1.600006104,3.200004578,3.577715588,1.600006104,2.400009155,2.777720166,196.8875122,61.20000458,17.4000001,pen
0,0,0,-1.600006104,-3.200004578,-3.577715588,196.8875122,61.20000458,13.5,pen
4,5.599998474,6.881858972,4,5.599998474,6.881858972,200.8875122,66.80000305,12.19999993,pen
-0.799987793,0,0.799987793,-0.799987793,0,0.799987793,239.2875061,50,10.70000005,pen
-0.799987793,0.799999237,1.131361679,0,0.799999237,0.331373886,238.4875183,50.79999924,14.0999999,pen
0,0,0,0.799987793,-0.799999237,-1.131361679,238.4875183,50.79999924,13,pen
-6.400024414,6.400005341,9.050987839,-6.400024414,6.400005341,9.050987839,232.0874939,57.20000458,14.30000007,pen
0.799987793,0,0.799987793,0.799987793,0,0.799987793,193.6875,78,11.70000005,pen
1.600006104,-0.799995422,1.788857794,0.800018311,-0.799995422,0.988870001,195.2875061,77.20000458,11.39999998,pen
9.600006104,-4,10.40000563,8,-3.200004578,8.61114784,204.8875122,73.20000458,14,pen
19.19998169,-4,19.61222315,9.599975586,0,9.212217516,224.0874939,69.20000458,14.70000005,pen
20.79998779,-5.599998474,21.54064704,1.600006104,-1.599998474,1.928423895,244.8874817,63.6000061,22.89999998,pen
10.40002441,-0.800003052,10.43074842,-10.39996338,4.799995422,-11.10989862,255.2875061,62.80000305,14.29999995,pen
0,0.800010681,0.800010681,0,0.800010681,0.800010681,221.6875,68.40001678,11.19999993,pen
0,0.799987793,0.799987793,0,-2.28882E-05,-2.28882E-05,221.6875,69.20000458,12.70000005,pen
0.799987793,4.799995422,4.866203502,0.799987793,4.000007629,4.066215709,222.4874878,74,13.10000002,pen
1.600006104,15.20000458,15.28398373,0.800018311,10.40000916,10.41778023,224.0874939,89.20000458,44.60000002,pen
0.800018311,0,0.800018311,0.800018311,0,0.800018311,180.8875122,86.80000305,10.79999995,pen
0.799987793,0,0.799987793,-3.05176E-05,0,-3.05176E-05,181.6875,86.80000305,11.60000002,pen
8.799987793,-1.599998474,8.944259627,8,-1.599998474,8.144271834,190.4874878,85.20000458,14.70000005,pen
8,-0.799987793,8.039899282,-0.799987793,0.800010681,-0.904360345,198.4874878,84.40001678,23.69999993,pen
20,-0.800010681,20.01599403,12,-2.28882E-05,11.97609475,218.4874878,83.6000061,17.70000005,pen
0,0,0,0,0,0,180.8875122,102,11.5,pen
1.599975586,0,1.599975586,1.599975586,0,1.599975586,182.4874878,102,11.89999998,pen
2.400024414,0.800003052,2.529846254,0.800048828,0.800003052,0.929870668,184.8875122,102.8000031,15.20000005,pen
7.199981689,-0.800003052,7.244290249,4.799957275,-1.600006104,4.714443995,192.0874939,102,13.5999999,pen
16.80001831,-2.400001526,16.97058109,9.600036621,-1.599998474,9.726290842,208.8875122,99.59999847,13.9000001,pen
29.6000061,-4.799995422,29.98666899,12.79998779,-2.399993896,13.0160879,238.4875183,94.80000305,14.69999993,pen
0,0.800003052,0.800003052,0,0.800003052,0.800003052,219.2875061,106.8000031,12.0999999,pen
-1.600006104,1.600013733,2.262755726,-1.600006104,0.800010681,1.462752675,217.6875,108.4000168,13.80000007,pen
-7.200012207,6.399986267,9.633275663,-5.600006104,4.799972534,7.370519937,210.4874878,114.8000031,19.79999995,pen
-8,8.800003052,11.89285726,-0.799987793,2.400016785,2.259581593,202.4874878,123.6000061,18.70000005,pen
0.800018311,0,0.800018311,0.800018311,0,0.800018311,164.8875122,157.2000122,11.19999993,pen
0.799987793,-0.800003052,1.131364376,-3.05176E-05,-0.800003052,0.331346066,165.6875,156.4000092,13.9000001,pen
8.799987793,-3.199996948,9.363747414,8,-2.399993896,8.232383037,174.4874878,153.2000122,12.0999999,pen
20.80001831,-8.800003052,22.58496879,12.00003052,-5.600006104,13.22122138,195.2875061,144.4000092,13.30000007,pen
36,-9.599975586,37.25801298,15.19998169,-0.799972534,14.67304419,231.2875061,134.8000336,17.10000002,pen
16,-5.600021362,16.95170314,-20,3.999954224,-20.30630984,247.2875061,129.2000122,15.5999999,pen
20,-7.200012207,21.25653254,4,-1.599990845,4.304829406,267.2875061,122,22.20000005,pen
12,-7.199996948,13.99428298,-8,1.52588E-05,-7.262249566,279.2875061,114.8000031,13.79999995,pen
0,0.800010681,0.800010681,0,0.800010681,0.800010681,212.0874939,120.4000092,12,pen
0,0.800003052,0.800003052,0,-7.62939E-06,-7.62939E-06,212.0874939,121.2000122,17.30000007,pen
0,3.199996948,3.199996948,0,2.399993896,2.399993896,212.0874939,124.4000092,16.69999993,pen
1.600006104,4.800003052,5.059649082,1.600006104,1.600006104,1.859652133,213.6875,129.2000122,16.80000007,pen
1.600006104,10.3999939,10.52235205,0,5.599990845,5.462702964,215.2875061,139.6000061,18.5,pen
2.399993896,13.6000061,13.81014615,0.799987793,3.200012207,3.287794105,217.6875,153.2000122,14.10000002,pen
2.399993896,15.19999695,15.38830328,0,1.599990845,1.578157132,220.0874939,168.4000092,16.89999998,pen
0.800018311,0,0.800018311,0.800018311,0,0.800018311,172.8875122,180.4000092,11.4000001,pen
1.599975586,0,1.599975586,0.799957275,0,0.799957275,174.4874878,180.4000092,16,pen
4.800018311,-2.400009155,5.366583618,3.200042725,-2.400009155,3.766608032,179.2875061,178,11.19999993,pen
8,-3.199966431,8.616251224,3.199981689,-0.799957275,3.249667606,187.2875061,174.8000336,13.80000007,pen
34.3999939,-18.40002441,39.01179922,26.3999939,-15.20005798,30.395548,221.6875,156.4000092,22.19999993,pen
0,0,0,0,0,0,248.0874939,112.4000168,11.20000005,pen
0,0.799987793,0.799987793,0,0.799987793,0.799987793,248.0874939,113.2000046,11.5,pen
0,1.599998474,1.599998474,0,0.800010681,0.800010681,248.0874939,114.8000031,11.20000005,pen
1.600036621,7.199996948,7.375640531,1.600036621,5.599998474,5.775642057,249.6875305,122,11.79999995,pen
1.599975586,7.200012207,7.375642186,-6.10352E-05,1.52588E-05,1.65501E-06,251.2875061,129.2000122,16.60000002,pen
5.599975586,20,20.76920139,4,12.79998779,13.39355921,256.8874817,149.2000122,22.19999993,pen
6.400024414,11.19999695,12.89962186,0.800048828,-8.800003052,-7.869579534,263.2875061,160.4000092,21,pen
14.40002441,6.400024414,15.75820471,8,-4.799972534,2.858582848,277.6875305,166.8000336,17.30000007,pen
-0.799987793,0,0.799987793,-0.799987793,0,0.799987793,279.2875061,140.4000092,11.5,pen
-0.799987793,1.599990845,1.788840734,0,1.599990845,0.988852941,278.4875183,142,13,pen
-4,4,5.656854249,-3.200012207,2.400009155,3.868013515,274.4875183,146,12.79999995,pen
-4.799987793,4.800033569,6.788240205,-0.799987793,0.800033569,1.131385955,269.6875305,150.8000336,17.70000005,pen
-11.20001221,12.79997253,17.00822067,-6.400024414,7.999938965,10.21998046,258.4875183,163.6000061,12.19999993,pen
-10.40002441,8.800003052,13.6235297,0.799987793,-3.999969482,-3.384690967,248.0874939,172.4000092,19.60000002,pen
0,0,0,0,0,0,262.4875183,92.40001678,11,pen
0,0.799987793,0.799987793,0,0.799987793,0.799987793,262.4875183,93.20000458,10.79999995,pen
0,0,0,0,-0.799987793,-0.799987793,262.4875183,93.20000458,10.89999998,pen
4.799987793,4.799995422,6.788213231,4.799987793,4.799995422,6.788213231,267.2875061,98,14.39999998,pen
4.799987793,5.599998474,7.375626463,0,0.800003052,0.587413232,272.0874939,103.5999985,12.60000002,pen
7.200012207,7.200004578,10.18234952,2.400024414,1.600006104,2.806723055,279.2875061,110.8000031,12.20000005,pen
0,-0.799995422,0.799995422,0,-0.799995422,0.799995422,309.6875305,57.20000458,12.39999998,pen
2.399963379,0,2.399963379,2.399963379,0.799995422,1.599967957,312.0874939,57.20000458,20.5,pen
3.200012207,0,3.200012207,0.800048828,0,0.800048828,315.2875061,57.20000458,18,pen
6.400024414,1.599998474,6.596992316,3.200012207,1.599998474,3.396980109,321.6875305,58.80000305,14.80000007,pen
3.199951172,1.600013733,3.577671233,-3.200073242,1.52588E-05,-3.019321084,324.8874817,60.40001678,18.39999998,pen
0.800048828,4.799987793,4.866206011,-2.399902344,3.19997406,1.288534778,325.6875305,65.20000458,15,pen
-1.600036621,4.799995422,5.059651494,-2.400085449,7.62939E-06,0.193445483,324.0874939,70,18.70000005,pen
-1.599975586,3.200004578,3.57770194,6.10352E-05,-1.599990845,-1.481949554,322.4875183,73.20000458,13.19999993,pen
0,1.599998474,1.599998474,1.599975586,-1.600006104,-1.977703466,322.4875183,74.80000305,20.20000005,pen
0,2.400001526,2.400001526,0,0.800003052,0.800003052,322.4875183,77.20000458,13.5,pen
0.799987793,3.200012207,3.298493382,0.799987793,0.800010681,0.898491857,323.2875061,80.40001678,19.19999993,pen
1.599975586,2.399986267,2.884416051,0.799987793,-0.80002594,-0.414077331,324.8874817,82.80000305,18.20000005,pen
2.400024414,4.800003052,5.366576794,0.800048828,2.400016785,2.482160742,327.2875061,87.6000061,13.5,pen
0.799987793,4.800010681,4.866218553,-1.600036621,7.62939E-06,-0.500358241,328.0874939,92.40001678,18.79999995,pen
-1.599975586,11.19998169,11.31368692,-2.399963379,6.399971008,6.447468367,326.4875183,103.5999985,13.9000001,pen
0,0,0,1.599975586,-11.19998169,-11.31368692,326.4875183,103.5999985,14.69999993,pen
-12,15.20002747,19.36597106,-12,15.20002747,19.36597106,314.4875183,118.8000259,17.80000007,pen
-8,3.19997406,8.616254058,4,-12.00005341,-10.749717,306.4875183,122,19,pen
-8,-0.799987793,8.039899282,0,-3.999961853,-0.576354775,298.4875183,121.2000122,14.29999995,pen
0,0.800003052,0.800003052,0,0.800003052,0.800003052,291.2875061,58.80000305,10.60000002,pen
0,0.800003052,0.800003052,0,0,0,291.2875061,59.6000061,12.70000005,pen
0,6.399993896,6.399993896,0,5.599990845,5.599990845,291.2875061,66,16.79999995,pen
0.799987793,8,8.039899282,0.799987793,1.600006104,1.639905386,292.0874939,74,16.89999998,pen
0,25.59999847,25.59999847,-0.799987793,17.59999847,17.56009919,292.0874939,99.59999847,18,pen
-0.799987793,36.00000763,36.00889515,-0.799987793,10.40000916,10.40889667,291.2875061,135.6000061,34.10000002,pen
0.799987793,16.80000305,16.8190393,1.599975586,-19.20000458,-19.18985585,292.0874939,152.4000092,22.5,pen
0.799987793,8,8.039899282,0,-8.800003052,-8.779140019,292.8874817,160.4000092,16.5,pen
1.600036621,10.40002441,10.52238685,0.800048828,2.400024414,2.482487567,294.4875183,170.8000336,18.20000005,pen
2.399963379,5.599975586,6.092581619,0.799926758,-4.800048828,-4.42980523,296.8874817,176.4000092,17.60000002,pen
2.400024414,2.400024414,3.394147076,6.10352E-05,-3.199951172,-2.698434543,299.2875061,178.8000336,12.0999999,pen
3.200012207,0.799972534,3.298489682,0.799987793,-1.60005188,-0.095657395,302.4875183,179.6000061,16.30000007,pen
4.799987793,-4,6.248190363,1.599975586,-4.799972534,2.949700681,307.2875061,175.6000061,13.29999995,pen
0,0.800003052,0.800003052,0,0.800003052,0.800003052,380.0874939,28.40000916,11.10000002,pen
0,1.599990845,1.599990845,0,0.799987793,0.799987793,380.0874939,30,11.5,pen
0,2.400009155,2.400009155,0,0.800018311,0.800018311,380.0874939,32.40000916,12.69999993,pen
0,0,0,0,-2.400009155,-2.400009155,380.0874939,32.40000916,11.89999998,pen
-2.399963379,11.19999695,11.45424619,-2.399963379,11.19999695,11.45424619,377.6875305,43.6000061,13.70000005,pen
-4,10.3999939,11.14270493,-1.600036621,-0.800003052,-0.311541268,373.6875305,54,13.10000002,pen
-6.400024414,16,17.23253645,-2.400024414,5.600006104,6.089831525,367.2875061,70,16.5,pen
0,0,0,0,0,0,332.0874939,62.80000305,11.39999998,pen
0,0,0,0,0,0,332.0874939,62.80000305,10.70000005,pen
0,2.400001526,2.400001526,0,2.400001526,2.400001526,332.0874939,65.20000458,11.89999998,pen
-1.599975586,7.200012207,7.375642186,-1.599975586,4.800010681,4.97564066,330.4875183,72.40001678,15.60000002,pen
-0.799987793,7.199989319,7.244296147,0.799987793,-2.28882E-05,-0.131346039,329.6875305,79.6000061,19.5,pen
-2.400024414,12,12.23765162,-1.600036621,4.800010681,4.993355474,327.2875061,91.6000061,17.39999998,pen
0.799987793,0,0.799987793,0.799987793,0,0.799987793,340.0874939,69.20000458,11.29999995,pen
5.600036621,-0.799987793,5.656888776,4.800048828,-0.799987793,4.856900983,345.6875305,68.40001678,12.30000007,pen
8,-0.800010681,8.03990156,2.399963379,-2.28882E-05,2.383012784,353.6875305,67.6000061,12.19999993,pen
29.59997559,-3.199989319,29.77244508,21.59997559,-2.399978638,21.73254353,383.2875061,64.40001678,15.5,pen
12,0,12,-17.59997559,3.199989319,-17.77244508,395.2875061,64.40001678,23,pen
10.40002441,4,11.14273341,-1.599975586,4,-0.857266591,405.6875305,68.40001678,16.20000005,pen
4.799987793,4,6.248190363,-5.600036621,0,-4.894543045,410.4875183,72.40001678,16.5,pen
2.399963379,4.799987793,5.36653585,-2.400024414,0.799987793,-0.881654513,412.8874817,77.20000458,13.60000002,pen
-1.599975586,5.599998474,5.824079737,-3.999938965,0.800010681,0.457543887,411.2875061,82.80000305,17.29999995,pen
-7.200012207,9.600013733,12.00001831,-5.600036621,4.000015259,6.175938573,404.0874939,92.40001678,14.20000005,pen
0.799987793,0,0.799987793,0.799987793,0,0.799987793,344.8874817,102,10.89999998,pen
0,0,0,-0.799987793,0,-0.799987793,344.8874817,102,12.20000005,pen
4.800048828,-0.799995422,4.866257435,4.800048828,-0.799995422,4.866257435,349.6875305,101.2000046,11.10000002,pen
6.399963379,-1.600006104,6.596934954,1.599914551,-0.800010681,1.730677518,356.0874939,99.59999847,14.5,pen
0,0,0,-6.399963379,1.600006104,-6.596934954,356.0874939,99.59999847,15,pen
17.60003662,0,17.60003662,17.60003662,0,17.60003662,373.6875305,99.59999847,12.19999993,pen
0,0,0,0,0,0,336.0874939,124.4000092,11.5,pen
0.799987793,0,0.799987793,0.799987793,0,0.799987793,336.8874817,124.4000092,10.79999995,pen
0.800048828,0,0.800048828,6.10352E-05,0,6.10352E-05,337.6875305,124.4000092,12,pen
9.599975586,-1.599975586,9.732391953,8.799926758,-1.599975586,8.932343125,347.2875061,122.8000336,15.80000007,pen
14.40002441,-1.600021362,14.48864284,4.800048828,-4.57764E-05,4.756250892,361.6875305,121.2000122,21.69999993,pen
28,-4.000007629,28.28427233,13.59997559,-2.399986267,13.79562948,389.6875305,117.2000046,18.10000002,pen
16,-3.200004578,16.31686334,-12,0.800003052,-11.96740899,405.6875305,114,18.39999998,pen
-0.799987793,1.600006104,1.788854382,-0.799987793,1.600006104,1.788854382,359.2875061,127.6000061,15.29999995,pen
-1.599975586,2.399993896,2.8844224,-0.799987793,0.799987793,1.095568017,357.6875305,130,11.4000001,pen
-2.400024414,4,4.664774077,-0.800048828,1.600006104,1.780351677,355.2875061,134,12.69999993,pen
0,0,0,2.400024414,-4,-4.664774077,355.2875061,134,14.89999998,pen
-8.799987793,12,14.88085297,-8.799987793,12,14.88085297,346.4875183,146,11.9000001,pen
-8.799987793,12.80003357,15.53321102,0,0.800033569,0.652358047,337.6875305,158.8000336,16.5999999,pen
