pressure0,intervalTime,gapX,gapY,gap,gapRX,gapRY,gapR,velX,velY,vel,velRX,velRY,velR,accelerationX,accelerationY,acceleration,accelerationRX,accelerationRY,accelerationR,posX,posY,msec,Mode_pen
1.0,-0.013448760072116317,0.003378630118898516,0.01724786841946011,0.05909450041118845,0.007079156616463235,0.022187030860258847,0.0548206401345338,-0.010407293047585435,0.019690582801248805,0.05480123505483457,-0.007926998650908222,0.023167193303215542,0.05308490127055383,-0.018782591065699964,0.01572435955129445,0.03821273146842264,-0.018190954911686208,0.01648979348283905,0.03945689622296238,0.12220664775955152,-0.05888542548272815,-0.152072223889655,-0.06997418222759286
-0.013448760072116317,1.0,0.020629655926042836,-0.04554212895243502,0.05595440409915226,0.020920341912274917,-0.04471798107342474,0.056844310374701425,0.018586080459396633,-0.0340700747630154,0.04262595744926712,0.01872031987244738,-0.03321455487933833,0.043239614944044664,0.009871501157127037,-0.015738807553585206,0.015914547300515135,0.009815508707161198,-0.014559685863007182,0.01605871050579412,-0.003421477851394861,0.02781686300267115,0.006083696487292232,-0.17845610041267956
0.003378630118898516,0.020629655926042836,1.0,-0.40206792470084896,-0.21839275315911072,0.9993536216735651,-0.3925287990607,-0.21838983911204468,0.8357883423242126,-0.41473758001999744,-0.39352226753083047,0.835531333699164,-0.40729750186515534,-0.39331862166679343,0.5198909053210692,-0.33145664818656817,-0.339954744382769,0.5195796752014172,-0.322695254228829,-0.33904385474423815,-0.04049398268162093,-0.02748117033835997,0.12719210052071292,0.17493406321958635
0.01724786841946011,-0.04554212895243502,-0.40206792470084896,1.0,0.11497958546728912,-0.4026159033742489,0.9899034397498371,0.11596081984299215,-0.45487116692917423,0.8552379464041264,0.2517151115262092,-0.4550788453407541,0.8507514028440033,0.2521210227409434,-0.3863798455338415,0.5369857778252372,0.30086790877432024,-0.3863014377851883,0.5286839058545288,0.3002922889007389,-0.021172849282094813,-0.037779956552999656,-0.03582441934164908,0.1621482131567294
0.05909450041118845,0.05595440409915226,-0.21839275315911072,0.11497958546728912,1.0,-0.2179738424653198,0.11372253347178873,0.9989745341466916,-0.3956814061326305,0.23076840031780874,0.8317398841807279,-0.395053864490728,0.22721776335410168,0.8305285947539042,-0.34526098612146633,0.2624702250973682,0.5166764438069108,-0.3446761729334766,0.2554802209368863,0.5148247448516264,0.04970055267827056,0.034602177446062116,0.1402061461058152,-0.32738743000013487
0.007079156616463235,0.020920341912274917,0.9993536216735651,-0.4026159033742489,-0.2179738424653198,1.0,-0.39470546093085945,-0.21886162200533876,0.8351269505390121,-0.41470005292527434,-0.39275302209521823,0.8358229068097349,-0.4080173143314022,-0.39309110444002304,0.5193681300308445,-0.3312144586618116,-0.3393075463477954,0.5195461670500623,-0.3227741158829076,-0.3386068476211775,-0.04017892306817468,-0.029140447636426103,0.12625117421220455,0.17365773987578512
0.022187030860258847,-0.04471798107342474,-0.3925287990607,0.9899034397498371,0.11372253347178873,-0.39470546093085945,1.0,0.1162078318177204,-0.4434986334102627,0.8445456558132814,0.24600436406931134,-0.44452391761033505,0.8546939883580438,0.24687010854334443,-0.3765011676232454,0.5290848824242628,0.29306295607856536,-0.3767922813330211,0.5288062185491905,0.2924298399120018,-0.018210382629329103,-0.03608690835576624,-0.03321013540084412,0.15560772061973327
0.0548206401345338,0.056844310374701425,-0.21838983911204468,0.11596081984299215,0.9989745341466916,-0.21886162200533876,0.1162078318177204,1.0,-0.3954240961815216,0.23097961031721015,0.8308052197940818,-0.3953466726275397,0.22785551725070377,0.8311062737327598,-0.3449566319791025,0.262218225311045,0.5162341797300058,-0.3445904655269375,0.25515642180132364,0.5151808347461151,0.04931958634188326,0.040516173189650506,0.14023218560836306,-0.3239307777370848
-0.010407293047585435,0.018586080459396633,0.8357883423242126,-0.45487116692917423,-0.3956814061326305,0.8351269505390121,-0.4434986334102627,-0.3954240961815216,1.0,-0.676922851949548,-0.6614724285572144,0.9995286413322978,-0.6643323489688724,-0.6611121667512163,0.8778897273440835,-0.7040716230938754,-0.7307621623977121,0.8773417880510066,-0.6855018547938735,-0.7289618587457417,-0.040463589400837593,-0.03515200256472162,0.054594179272636545,0.18481474945748425
0.019690582801248805,-0.0340700747630154,-0.41473758001999744,0.8552379464041264,0.23076840031780874,-0.41470005292527434,0.8445456558132814,0.23097961031721015,-0.676922851949548,1.0,0.5325940299048011,-0.6767998702354519,0.9924942266132785,0.5323049570080954,-0.7476619014879675,0.8900943423926366,0.6832367696196868,-0.7475812793506879,0.8767454290721622,0.6809299176977549,-0.011353748346758187,-0.016002658629767227,-0.0403761107722462,0.08914529372129547
